ID,YEAR,MONTH,DAY,ACMH,ACSH,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WESD,WSF1,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
USW00024257,1994,4,26,20.0,30.0,26.0,1353.0,1526.0,0.0,0.0,0.0,,222.0,11.0,785.0,360.0,,,360.0,,54.0,,,82.0,-9999.0,,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,4,27,40.0,60.0,50.0,1050.0,1414.0,0.0,0.0,0.0,,228.0,100.0,740.0,20.0,,,360.0,,76.0,,,129.0,-9999.0,,-9999.0,,,,,,,,,,,,1.0,,,,,,,
USW00024257,1994,4,28,10.0,20.0,36.0,1254.0,853.0,0.0,0.0,0.0,,256.0,94.0,780.0,30.0,,,360.0,,67.0,,,108.0,-9999.0,,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,4,29,70.0,90.0,25.0,1550.0,1217.0,0.0,0.0,0.0,,217.0,78.0,752.0,180.0,,,180.0,,54.0,,,103.0,-9999.0,,-9999.0,,,,,,,,,,,,1.0,,,,,,,
USW00024257,1994,4,3,10.0,0.0,52.0,850.0,1713.0,0.0,0.0,0.0,,244.0,106.0,732.0,360.0,,,360.0,,89.0,,,108.0,-9999.0,,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,4,30,40.0,40.0,27.0,1450.0,1530.0,0.0,0.0,0.0,,244.0,100.0,755.0,200.0,,,180.0,,54.0,,,67.0,-9999.0,,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,4,31,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,,-9999.0,,,-9999.0,-9999.0,,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,4,4,10.0,10.0,44.0,950.0,843.0,0.0,0.0,0.0,,239.0,61.0,740.0,360.0,,,360.0,,80.0,,,118.0,-9999.0,,-9999.0,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,4,5,60.0,70.0,25.0,1550.0,1226.0,5.0,0.0,0.0,,211.0,61.0,731.0,90.0,,,270.0,,58.0,,,72.0,-9999.0,,-9999.0,,,,,,,,,,,,1.0,,,,,,,
USW00024257,1994,4,6,60.0,80.0,31.0,1555.0,1535.0,5.0,0.0,0.0,,206.0,89.0,662.0,270.0,,,225.0,,80.0,,,123.0,-9999.0,,-9999.0,,,,,,,,,,,,1.0,,,,,,,
USW00024257,1994,4,7,70.0,90.0,23.0,1750.0,1724.0,0.0,0.0,0.0,,172.0,17.0,709.0,180.0,,,180.0,,63.0,,,77.0,-9999.0,,-9999.0,,,,,,,,,,,,1.0,,,,,,,
USW00024257,1994,4,8,100.0,100.0,48.0,1850.0,1445.0,74.0,0.0,0.0,,128.0,94.0,500.0,170.0,,,180.0,,103.0,,,159.0,-9999.0,,1.0,,,,,,,,,,,,1.0,,,,,,,
USW00024257,1994,4,9,60.0,70.0,25.0,1450.0,1445.0,5.0,0.0,0.0,,183.0,78.0,685.0,50.0,,,45.0,,76.0,,,108.0,1.0,,-9999.0,,,,,,,,,,,,1.0,,,,,,,
USW00024257,1994,5,1,50.0,80.0,23.0,1750.0,1435.0,0.0,0.0,0.0,,233.0,72.0,781.0,230.0,,,180.0,,40.0,,,67.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,10,0.0,0.0,20.0,1750.0,1706.0,0.0,0.0,0.0,,317.0,161.0,855.0,160.0,,,180.0,,54.0,,,72.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,11,50.0,60.0,29.0,1550.0,1320.0,0.0,0.0,0.0,,294.0,183.0,783.0,180.0,,,180.0,,63.0,,,98.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,12,40.0,40.0,30.0,2050.0,1950.0,0.0,0.0,0.0,,306.0,150.0,799.0,320.0,,,315.0,,63.0,,,77.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,13,10.0,10.0,40.0,850.0,834.0,0.0,0.0,0.0,,322.0,139.0,812.0,350.0,,,360.0,,76.0,,,108.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,14,80.0,90.0,42.0,2250.0,2342.0,0.0,0.0,0.0,,283.0,100.0,786.0,180.0,,,180.0,,103.0,,,139.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,15,80.0,80.0,51.0,1251.0,131.0,46.0,0.0,0.0,,211.0,94.0,751.0,180.0,,,180.0,,94.0,,,149.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1994,5,16,90.0,100.0,27.0,1450.0,1203.0,28.0,0.0,0.0,,172.0,78.0,753.0,220.0,,,135.0,,76.0,,,118.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1994,5,17,60.0,60.0,28.0,1550.0,1509.0,5.0,0.0,0.0,,228.0,78.0,800.0,360.0,,,360.0,,58.0,,,118.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1994,5,18,50.0,60.0,41.0,1655.0,1530.0,10.0,0.0,0.0,,244.0,83.0,795.0,170.0,,,180.0,,80.0,,,139.0,-9999.0,,1.0,,,,,,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1994,5,19,100.0,100.0,49.0,1250.0,1202.0,0.0,0.0,0.0,,178.0,111.0,670.0,160.0,,,180.0,,80.0,,,113.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,2,50.0,60.0,22.0,1550.0,1542.0,0.0,0.0,0.0,,244.0,89.0,789.0,170.0,,,180.0,,58.0,,,82.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,20,80.0,70.0,25.0,1851.0,1624.0,0.0,0.0,0.0,,239.0,133.0,774.0,180.0,,,180.0,,45.0,,,67.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,21,50.0,50.0,32.0,1350.0,1236.0,0.0,0.0,0.0,,250.0,133.0,774.0,160.0,,,180.0,,58.0,,,93.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,22,20.0,20.0,20.0,1450.0,2346.0,0.0,0.0,0.0,,289.0,94.0,825.0,180.0,,,180.0,,45.0,,,62.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,23,20.0,10.0,24.0,1150.0,2251.0,0.0,0.0,0.0,,339.0,106.0,819.0,290.0,,,180.0,,40.0,,,82.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,24,0.0,0.0,29.0,955.0,1808.0,0.0,0.0,0.0,,378.0,128.0,826.0,360.0,,,360.0,,54.0,,,82.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,25,30.0,30.0,28.0,1750.0,10.0,0.0,0.0,0.0,,356.0,161.0,822.0,200.0,,,180.0,,76.0,,,98.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,26,90.0,90.0,42.0,1750.0,2214.0,0.0,0.0,0.0,,272.0,172.0,809.0,190.0,,,180.0,,67.0,,,103.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,27,30.0,20.0,31.0,1750.0,1808.0,0.0,0.0,0.0,,300.0,156.0,814.0,160.0,,,180.0,,67.0,,,87.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,28,50.0,70.0,29.0,1650.0,1504.0,0.0,0.0,0.0,,306.0,139.0,821.0,180.0,,,180.0,,72.0,,,108.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,29,20.0,20.0,25.0,1150.0,1606.0,0.0,0.0,0.0,,328.0,139.0,831.0,170.0,,,180.0,,63.0,,,82.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,3,100.0,100.0,22.0,750.0,732.0,8.0,0.0,0.0,,211.0,117.0,677.0,180.0,,,180.0,,54.0,,,67.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1994,5,30,50.0,50.0,36.0,750.0,1805.0,0.0,0.0,0.0,,361.0,150.0,809.0,360.0,,,180.0,,67.0,,,134.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,31,70.0,60.0,48.0,1550.0,1215.0,0.0,0.0,0.0,,272.0,178.0,772.0,190.0,,,225.0,,80.0,,,123.0,-9999.0,,1.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,5,4,90.0,90.0,26.0,1450.0,1329.0,66.0,0.0,0.0,,228.0,128.0,710.0,300.0,,,270.0,,54.0,,,103.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1994,5,5,70.0,70.0,25.0,1250.0,1251.0,15.0,0.0,0.0,,228.0,111.0,703.0,180.0,,,180.0,,63.0,,,77.0,-9999.0,,1.0,,,,,,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1994,5,6,100.0,100.0,43.0,1550.0,1553.0,132.0,0.0,0.0,,183.0,111.0,456.0,170.0,,,180.0,,103.0,,,123.0,1.0,,1.0,,,,,,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1994,5,7,100.0,90.0,22.0,1750.0,1715.0,48.0,0.0,0.0,,200.0,111.0,608.0,120.0,,,135.0,,40.0,,,57.0,1.0,,-9999.0,,,,,,,,,,1.0,,1.0,,,,,,,
USW00024257,1994,5,8,10.0,0.0,28.0,1850.0,2306.0,0.0,0.0,0.0,,283.0,106.0,851.0,170.0,,,180.0,,58.0,,,93.0,1.0,,-9999.0,,,,,,,,,,-9999.0,,1.0,,,,,,,
USW00024257,1994,5,9,30.0,40.0,30.0,1750.0,207.0,0.0,0.0,0.0,,294.0,156.0,805.0,180.0,,,360.0,,54.0,,,72.0,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,,,
USW00024257,1994,6,1,30.0,30.0,28.0,950.0,1223.0,0.0,0.0,0.0,,300.0,144.0,837.0,350.0,,,360.0,,45.0,,,62.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,10,10.0,10.0,38.0,750.0,747.0,0.0,0.0,0.0,,411.0,233.0,900.0,350.0,,,360.0,,76.0,,,103.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,11,40.0,50.0,25.0,1650.0,1557.0,0.0,0.0,0.0,,383.0,183.0,837.0,160.0,,,180.0,,80.0,,,103.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,12,70.0,80.0,28.0,1650.0,1617.0,0.0,0.0,0.0,,344.0,172.0,839.0,170.0,,,180.0,,89.0,,,113.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,13,50.0,60.0,46.0,1850.0,1248.0,0.0,0.0,0.0,,317.0,161.0,823.0,290.0,,,180.0,,89.0,,,134.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,14,0.0,0.0,54.0,750.0,816.0,0.0,0.0,0.0,,294.0,133.0,902.0,350.0,,,360.0,,94.0,,,129.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,15,20.0,10.0,49.0,650.0,658.0,0.0,0.0,0.0,,272.0,133.0,842.0,350.0,,,360.0,,80.0,,,118.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,16,10.0,0.0,30.0,1450.0,1350.0,0.0,0.0,0.0,,278.0,117.0,845.0,170.0,,,180.0,,72.0,,,113.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,17,10.0,20.0,27.0,1550.0,1355.0,0.0,0.0,0.0,,294.0,106.0,843.0,210.0,,,180.0,,72.0,,,98.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,18,20.0,20.0,30.0,850.0,844.0,0.0,0.0,0.0,,322.0,150.0,850.0,350.0,,,360.0,,54.0,,,82.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,19,40.0,50.0,26.0,1850.0,1345.0,0.0,0.0,0.0,,344.0,122.0,847.0,160.0,,,180.0,,54.0,,,72.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,2,20.0,30.0,28.0,1450.0,1515.0,0.0,0.0,0.0,,317.0,106.0,836.0,160.0,,,180.0,,63.0,,,87.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,20,20.0,30.0,29.0,1350.0,1643.0,0.0,0.0,0.0,,339.0,144.0,843.0,150.0,,,180.0,,67.0,,,87.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,21,40.0,60.0,26.0,1750.0,1341.0,0.0,0.0,0.0,,350.0,122.0,843.0,180.0,,,180.0,,54.0,,,87.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,22,0.0,0.0,33.0,1450.0,1443.0,0.0,0.0,0.0,,339.0,133.0,904.0,160.0,,,180.0,,72.0,,,123.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,23,10.0,10.0,26.0,1550.0,1432.0,0.0,0.0,0.0,,333.0,144.0,850.0,170.0,,,180.0,,45.0,,,82.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,24,50.0,50.0,30.0,1650.0,1544.0,0.0,0.0,0.0,,350.0,150.0,844.0,160.0,,,180.0,,58.0,,,82.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,25,70.0,70.0,35.0,1650.0,1642.0,0.0,0.0,0.0,,317.0,172.0,839.0,150.0,,,135.0,,76.0,,,103.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,26,30.0,20.0,44.0,1150.0,959.0,0.0,0.0,0.0,,350.0,122.0,841.0,10.0,,,360.0,,76.0,,,118.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,27,20.0,30.0,22.0,1750.0,1338.0,0.0,0.0,0.0,,383.0,156.0,903.0,170.0,,,90.0,,40.0,,,67.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,28,0.0,0.0,30.0,1650.0,1603.0,0.0,0.0,0.0,,378.0,172.0,903.0,170.0,,,180.0,,63.0,,,98.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,29,0.0,0.0,31.0,1750.0,1615.0,0.0,0.0,0.0,,383.0,167.0,902.0,160.0,,,180.0,,63.0,,,87.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,3,40.0,60.0,25.0,1550.0,1536.0,3.0,0.0,0.0,,294.0,133.0,771.0,180.0,,,180.0,,72.0,,,98.0,,,,,,,,,,,,,,,1.0,,,,,,,
USW00024257,1994,6,30,0.0,0.0,30.0,1850.0,1511.0,0.0,0.0,0.0,,361.0,156.0,902.0,170.0,,,180.0,,58.0,,,134.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,31,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,,-9999.0,,,-9999.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,4,40.0,50.0,24.0,1150.0,1609.0,0.0,0.0,0.0,,283.0,117.0,830.0,240.0,,,225.0,,54.0,,,82.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,5,80.0,100.0,45.0,1750.0,1802.0,3.0,0.0,0.0,,233.0,139.0,783.0,170.0,,,180.0,,89.0,,,134.0,,,,,,,,,,,,,,,1.0,,,,,,,
USW00024257,1994,6,6,60.0,60.0,30.0,1950.0,2121.0,3.0,0.0,0.0,,239.0,106.0,836.0,340.0,,,315.0,,58.0,,,87.0,,,,,,,,,,,,,,,1.0,,,,,,,
USW00024257,1994,6,7,10.0,0.0,39.0,1350.0,1417.0,0.0,0.0,0.0,,278.0,128.0,898.0,30.0,,,45.0,,54.0,,,98.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,8,0.0,0.0,42.0,750.0,910.0,0.0,0.0,0.0,,339.0,156.0,898.0,360.0,,,360.0,,72.0,,,103.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,6,9,30.0,40.0,64.0,1250.0,1029.0,0.0,0.0,0.0,,361.0,206.0,899.0,360.0,,,360.0,,103.0,,,139.0,,,,,,,,,,,,,,,-9999.0,,,,,,,
USW00024257,1994,7,1,0.0,0.0,33.0,1650.0,1657.0,0.0,0.0,0.0,,372.0,172.0,835.0,150.0,,,135.0,,72.0,,,98.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,10,0.0,0.0,35.0,1850.0,1803.0,0.0,0.0,0.0,,411.0,217.0,893.0,180.0,,,180.0,,72.0,,,103.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,11,0.0,0.0,30.0,1650.0,1702.0,0.0,0.0,0.0,,411.0,189.0,892.0,180.0,,,180.0,,80.0,,,103.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,12,10.0,0.0,30.0,850.0,853.0,0.0,0.0,0.0,,422.0,189.0,844.0,360.0,,,360.0,,63.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,13,0.0,0.0,36.0,750.0,804.0,0.0,0.0,0.0,,422.0,194.0,890.0,350.0,,,360.0,,67.0,,,98.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,14,0.0,0.0,35.0,1050.0,824.0,0.0,0.0,0.0,,428.0,217.0,888.0,360.0,,,360.0,,72.0,,,108.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,15,0.0,0.0,42.0,1650.0,1542.0,0.0,0.0,0.0,,428.0,217.0,887.0,170.0,,,135.0,,89.0,,,118.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,16,10.0,0.0,33.0,1850.0,1614.0,0.0,0.0,0.0,,394.0,206.0,886.0,170.0,,,180.0,,89.0,,,108.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,17,0.0,0.0,28.0,1750.0,1656.0,0.0,0.0,0.0,,411.0,200.0,885.0,160.0,,,135.0,,67.0,,,108.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,18,0.0,0.0,32.0,1750.0,1634.0,0.0,0.0,0.0,,411.0,194.0,883.0,170.0,,,135.0,,80.0,,,103.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,19,10.0,10.0,30.0,1850.0,1916.0,0.0,0.0,0.0,,394.0,194.0,834.0,180.0,,,180.0,,89.0,,,113.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,2,10.0,10.0,26.0,1950.0,1743.0,0.0,0.0,0.0,,361.0,172.0,842.0,160.0,,,180.0,,58.0,,,87.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,20,70.0,90.0,34.0,1650.0,1709.0,0.0,0.0,0.0,,389.0,217.0,816.0,180.0,,,180.0,,94.0,,,113.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,21,70.0,70.0,40.0,1550.0,1704.0,0.0,0.0,0.0,,356.0,200.0,836.0,180.0,,,180.0,,103.0,,,139.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,22,50.0,50.0,34.0,1650.0,1641.0,0.0,0.0,0.0,,350.0,222.0,831.0,170.0,,,180.0,,67.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,23,0.0,0.0,41.0,1550.0,1856.0,0.0,0.0,0.0,,350.0,206.0,837.0,200.0,,,135.0,,76.0,,,103.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,24,0.0,0.0,32.0,1850.0,1417.0,0.0,0.0,0.0,,333.0,161.0,831.0,180.0,,,180.0,,40.0,,,87.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,25,0.0,0.0,31.0,1750.0,929.0,0.0,0.0,0.0,,389.0,139.0,872.0,150.0,,,360.0,,58.0,,,87.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,26,10.0,10.0,31.0,1750.0,1730.0,0.0,0.0,0.0,,400.0,161.0,835.0,170.0,,,180.0,,67.0,,,82.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,27,40.0,60.0,29.0,1550.0,1657.0,0.0,0.0,0.0,,389.0,178.0,819.0,180.0,,,180.0,,72.0,,,87.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,28,50.0,60.0,23.0,1650.0,1449.0,0.0,0.0,0.0,,394.0,183.0,825.0,200.0,,,180.0,,63.0,,,82.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,29,20.0,30.0,26.0,1650.0,1644.0,0.0,0.0,0.0,,394.0,183.0,820.0,170.0,,,180.0,,67.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,3,0.0,0.0,34.0,1750.0,1658.0,0.0,0.0,0.0,,361.0,206.0,840.0,160.0,,,135.0,,67.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,30,0.0,0.0,28.0,1450.0,1539.0,0.0,0.0,0.0,,378.0,172.0,863.0,160.0,,,180.0,,67.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,31,0.0,0.0,27.0,1450.0,1408.0,0.0,0.0,0.0,,356.0,172.0,861.0,160.0,,,180.0,,76.0,,,139.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,4,0.0,10.0,36.0,1750.0,1825.0,0.0,0.0,0.0,,361.0,194.0,899.0,160.0,,,180.0,,89.0,,,108.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,5,0.0,0.0,48.0,1350.0,1256.0,0.0,0.0,0.0,,344.0,167.0,898.0,20.0,,,360.0,,76.0,,,129.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,6,0.0,0.0,44.0,950.0,1024.0,0.0,0.0,0.0,,383.0,217.0,898.0,40.0,,,360.0,,72.0,,,103.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,7,0.0,0.0,27.0,1950.0,1939.0,0.0,0.0,0.0,,411.0,172.0,896.0,160.0,,,180.0,,54.0,,,67.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,8,0.0,0.0,28.0,1750.0,1624.0,0.0,0.0,0.0,,411.0,189.0,895.0,180.0,,,180.0,,63.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,7,9,0.0,0.0,28.0,1350.0,1334.0,0.0,0.0,0.0,,394.0,194.0,895.0,150.0,,,135.0,,67.0,,,103.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,1,0.0,0.0,24.0,1650.0,1707.0,0.0,0.0,0.0,,361.0,156.0,859.0,180.0,,,180.0,,67.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,10,0.0,0.0,27.0,1550.0,1552.0,0.0,0.0,0.0,,356.0,117.0,840.0,170.0,,,180.0,,67.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,11,0.0,0.0,26.0,1450.0,1441.0,0.0,0.0,0.0,,367.0,133.0,836.0,180.0,,,180.0,,63.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,12,0.0,0.0,30.0,1250.0,1531.0,0.0,0.0,0.0,,378.0,150.0,835.0,180.0,,,180.0,,63.0,,,77.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,13,0.0,0.0,23.0,1350.0,1603.0,0.0,0.0,0.0,,389.0,144.0,833.0,180.0,,,180.0,,76.0,,,87.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,14,0.0,0.0,22.0,1650.0,1535.0,0.0,0.0,0.0,,389.0,156.0,830.0,180.0,,,180.0,,58.0,,,82.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,15,0.0,0.0,25.0,1750.0,1830.0,0.0,0.0,0.0,,394.0,156.0,828.0,160.0,,,225.0,,58.0,,,72.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,16,0.0,0.0,29.0,950.0,1044.0,0.0,0.0,0.0,,394.0,167.0,826.0,360.0,,,360.0,,54.0,,,67.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,17,0.0,0.0,28.0,1650.0,1541.0,0.0,0.0,0.0,,400.0,172.0,823.0,170.0,,,135.0,,67.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,18,0.0,0.0,27.0,1650.0,1413.0,0.0,0.0,0.0,,367.0,161.0,821.0,140.0,,,180.0,,63.0,,,103.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,19,0.0,0.0,23.0,1750.0,1333.0,0.0,0.0,0.0,,361.0,167.0,818.0,160.0,,,180.0,,54.0,,,113.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,2,20.0,40.0,28.0,1750.0,1512.0,0.0,0.0,0.0,,361.0,161.0,819.0,190.0,,,180.0,,67.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,20,0.0,0.0,30.0,1650.0,1535.0,0.0,0.0,0.0,,361.0,144.0,816.0,170.0,,,180.0,,72.0,,,87.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,21,0.0,0.0,28.0,1750.0,1312.0,0.0,0.0,0.0,,339.0,156.0,814.0,170.0,,,180.0,,63.0,,,108.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,22,0.0,0.0,27.0,1650.0,1505.0,0.0,0.0,0.0,,339.0,167.0,811.0,190.0,,,180.0,,63.0,,,87.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,23,0.0,0.0,25.0,1550.0,1639.0,0.0,0.0,0.0,,350.0,128.0,809.0,200.0,,,135.0,,63.0,,,82.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,24,0.0,0.0,21.0,1750.0,1446.0,0.0,0.0,0.0,,344.0,133.0,806.0,160.0,,,180.0,,54.0,,,82.0,,,,,,,,,,,,,,,,,,,,,,
USW00024257,1994,8,25,0.0,10.0,34.0,1350.0,1639.0,0.0,0.0,0.0,,344.0,133.0,804.0,180.0,,,180.0,,80.0,,,129.0,,,,,,,,,,,,,,,,,,,,,,
