ID,YEAR,MONTH,DAY,DAWM,EVAP,MDWM,MNPN,MXPN,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WDMV,WT01
USC00044712,1988,5,22,,102.0,,,,0.0,0.0,0.0,333.0,117.0,139.0,93.0,
USC00044712,1988,5,23,,46.0,,,,0.0,0.0,0.0,283.0,100.0,167.0,45.0,
USC00044712,1988,5,24,,94.0,,,,0.0,0.0,0.0,306.0,94.0,139.0,77.0,
USC00044712,1988,5,25,,84.0,,,,0.0,0.0,0.0,289.0,89.0,117.0,64.0,
USC00044712,1988,5,26,,89.0,,,,0.0,0.0,0.0,278.0,106.0,144.0,114.0,
USC00044712,1988,5,27,,102.0,,,,0.0,0.0,0.0,261.0,133.0,183.0,193.0,
USC00044712,1988,5,28,,94.0,,,,0.0,0.0,0.0,267.0,133.0,156.0,164.0,
USC00044712,1988,5,29,,51.0,,,,0.0,0.0,0.0,172.0,94.0,117.0,266.0,
USC00044712,1988,5,3,,107.0,,,,0.0,0.0,0.0,233.0,106.0,111.0,95.0,
USC00044712,1988,5,30,,76.0,,,,0.0,0.0,0.0,211.0,83.0,128.0,198.0,
USC00044712,1988,5,31,,79.0,,,,0.0,0.0,0.0,233.0,111.0,156.0,126.0,
USC00044712,1988,5,4,,99.0,,,,0.0,0.0,0.0,233.0,100.0,122.0,174.0,
USC00044712,1988,5,5,,61.0,,,,0.0,0.0,0.0,194.0,44.0,61.0,163.0,
USC00044712,1988,5,6,,30.0,,,,51.0,0.0,0.0,150.0,28.0,117.0,92.0,
USC00044712,1988,5,7,,33.0,,,,56.0,0.0,0.0,150.0,89.0,106.0,132.0,
USC00044712,1988,5,8,,18.0,,,,0.0,0.0,0.0,167.0,56.0,111.0,90.0,
USC00044712,1988,5,9,,56.0,,,,0.0,0.0,0.0,172.0,83.0,128.0,116.0,
USC00044712,1988,6,1,,76.0,,,,0.0,0.0,0.0,261.0,139.0,172.0,106.0,
USC00044712,1988,6,10,,58.0,,,,0.0,0.0,0.0,233.0,128.0,200.0,37.0,
USC00044712,1988,6,11,,99.0,,,,0.0,0.0,0.0,294.0,122.0,150.0,114.0,
USC00044712,1988,6,12,,94.0,,,,0.0,0.0,0.0,289.0,117.0,172.0,134.0,
USC00044712,1988,6,13,,102.0,,,,0.0,0.0,0.0,339.0,144.0,228.0,87.0,
USC00044712,1988,6,14,,109.0,,,,0.0,0.0,0.0,356.0,144.0,194.0,98.0,
USC00044712,1988,6,15,,104.0,,,,0.0,0.0,0.0,361.0,144.0,222.0,71.0,
USC00044712,1988,6,16,,112.0,,,,0.0,0.0,0.0,339.0,139.0,156.0,167.0,
USC00044712,1988,6,17,,94.0,,,,0.0,0.0,0.0,261.0,111.0,217.0,192.0,
USC00044712,1988,6,18,,81.0,,,,0.0,0.0,0.0,328.0,144.0,294.0,77.0,
USC00044712,1988,6,19,,97.0,,,,0.0,0.0,0.0,372.0,178.0,233.0,51.0,
USC00044712,1988,6,2,,76.0,,,,0.0,0.0,0.0,289.0,106.0,194.0,69.0,
USC00044712,1988,6,20,,130.0,,,,0.0,0.0,0.0,378.0,150.0,183.0,124.0,
USC00044712,1988,6,21,,114.0,,,,0.0,0.0,0.0,333.0,139.0,200.0,145.0,
USC00044712,1988,6,22,,81.0,,,,0.0,0.0,0.0,322.0,144.0,222.0,63.0,
USC00044712,1988,6,23,,89.0,,,,0.0,0.0,0.0,361.0,200.0,267.0,60.0,
USC00044712,1988,6,24,,127.0,,,,0.0,0.0,0.0,383.0,172.0,317.0,105.0,
USC00044712,1988,6,25,,127.0,,,,0.0,0.0,0.0,378.0,183.0,211.0,116.0,
USC00044712,1988,6,26,,99.0,,,,0.0,0.0,0.0,333.0,161.0,211.0,134.0,
USC00044712,1988,6,27,,137.0,,,,0.0,0.0,0.0,344.0,200.0,239.0,187.0,
USC00044712,1988,6,28,,142.0,,,,0.0,0.0,0.0,333.0,189.0,239.0,158.0,
USC00044712,1988,6,29,,155.0,,,,0.0,0.0,0.0,328.0,139.0,211.0,119.0,
USC00044712,1988,6,3,,102.0,,,,0.0,0.0,0.0,250.0,144.0,194.0,167.0,
USC00044712,1988,6,30,,119.0,,,,0.0,0.0,0.0,322.0,144.0,178.0,137.0,
USC00044712,1988,6,31,,-9999.0,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
USC00044712,1988,6,4,,99.0,,,,0.0,0.0,0.0,233.0,83.0,139.0,146.0,
USC00044712,1988,6,5,,79.0,,,,0.0,0.0,0.0,189.0,100.0,128.0,224.0,
USC00044712,1988,6,6,,53.0,,,,18.0,0.0,0.0,194.0,72.0,122.0,140.0,
USC00044712,1988,6,7,,48.0,,,,48.0,0.0,0.0,172.0,83.0,122.0,114.0,
USC00044712,1988,6,8,,46.0,,,,13.0,0.0,0.0,172.0,56.0,144.0,114.0,
USC00044712,1988,6,9,,51.0,,,,0.0,0.0,0.0,228.0,122.0,172.0,159.0,
USC00044712,1988,7,1,,127.0,,-9999.0,-9999.0,0.0,0.0,0.0,350.0,161.0,217.0,98.0,
USC00044712,1988,7,10,,109.0,,-9999.0,-9999.0,0.0,0.0,0.0,394.0,178.0,222.0,76.0,
USC00044712,1988,7,11,,140.0,,-9999.0,-9999.0,0.0,0.0,0.0,383.0,144.0,194.0,142.0,
USC00044712,1988,7,12,,117.0,,-9999.0,-9999.0,0.0,0.0,0.0,328.0,144.0,194.0,143.0,
USC00044712,1988,7,13,,104.0,,-9999.0,-9999.0,0.0,0.0,0.0,328.0,139.0,206.0,72.0,
USC00044712,1988,7,14,,112.0,,-9999.0,-9999.0,0.0,0.0,0.0,339.0,183.0,233.0,134.0,
USC00044712,1988,7,15,,132.0,,-9999.0,-9999.0,0.0,0.0,0.0,333.0,150.0,189.0,185.0,
USC00044712,1988,7,16,,107.0,,-9999.0,-9999.0,0.0,0.0,0.0,344.0,167.0,256.0,108.0,
USC00044712,1988,7,17,,114.0,,-9999.0,-9999.0,0.0,0.0,0.0,394.0,183.0,233.0,93.0,
USC00044712,1988,7,18,,130.0,,-9999.0,-9999.0,0.0,0.0,0.0,422.0,189.0,211.0,119.0,
USC00044712,1988,7,19,,150.0,,-9999.0,-9999.0,0.0,0.0,0.0,417.0,167.0,211.0,100.0,
USC00044712,1988,7,2,,114.0,,-9999.0,-9999.0,0.0,0.0,0.0,372.0,189.0,244.0,95.0,
USC00044712,1988,7,20,,130.0,,83.0,278.0,0.0,0.0,0.0,417.0,150.0,194.0,106.0,
USC00044712,1988,7,21,,117.0,,67.0,267.0,0.0,0.0,0.0,394.0,150.0,194.0,98.0,
USC00044712,1988,7,22,,124.0,,61.0,261.0,0.0,0.0,0.0,383.0,172.0,217.0,74.0,
USC00044712,1988,7,23,,97.0,,72.0,256.0,0.0,0.0,0.0,378.0,167.0,206.0,72.0,
USC00044712,1988,7,24,,124.0,,67.0,256.0,0.0,0.0,0.0,400.0,178.0,267.0,85.0,
USC00044712,1988,7,25,,97.0,,83.0,217.0,0.0,0.0,0.0,361.0,183.0,200.0,101.0,
USC00044712,1988,7,26,,91.0,,78.0,233.0,0.0,0.0,0.0,372.0,178.0,217.0,58.0,
USC00044712,1988,7,27,,69.0,,83.0,200.0,0.0,0.0,0.0,361.0,183.0,217.0,56.0,
USC00044712,1988,7,28,,76.0,,61.0,256.0,0.0,0.0,0.0,394.0,139.0,217.0,84.0,
USC00044712,1988,7,29,,109.0,,61.0,250.0,0.0,0.0,0.0,389.0,172.0,228.0,64.0,
USC00044712,1988,7,3,,127.0,,-9999.0,-9999.0,0.0,0.0,0.0,378.0,206.0,250.0,124.0,
USC00044712,1988,7,30,,114.0,,72.0,250.0,0.0,0.0,0.0,389.0,172.0,217.0,55.0,
USC00044712,1988,7,31,,102.0,,44.0,261.0,0.0,0.0,0.0,394.0,167.0,211.0,124.0,
USC00044712,1988,7,4,,140.0,,-9999.0,-9999.0,0.0,0.0,0.0,333.0,150.0,172.0,166.0,
USC00044712,1988,7,5,,109.0,,-9999.0,-9999.0,0.0,0.0,0.0,272.0,128.0,167.0,135.0,
USC00044712,1988,7,6,,91.0,,-9999.0,-9999.0,0.0,0.0,0.0,300.0,122.0,217.0,56.0,
USC00044712,1988,7,7,,112.0,,-9999.0,-9999.0,0.0,0.0,0.0,328.0,139.0,206.0,101.0,
USC00044712,1988,7,8,,104.0,,-9999.0,-9999.0,0.0,0.0,0.0,356.0,117.0,167.0,72.0,
USC00044712,1988,7,9,,99.0,,-9999.0,-9999.0,0.0,0.0,0.0,367.0,144.0,211.0,50.0,
USC00044712,1988,8,1,,109.0,,,,0.0,0.0,0.0,328.0,139.0,183.0,116.0,
USC00044712,1988,8,10,,97.0,,,,0.0,0.0,0.0,333.0,128.0,200.0,68.0,
USC00044712,1988,8,11,,102.0,,,,0.0,0.0,0.0,333.0,133.0,194.0,111.0,
USC00044712,1988,8,12,,91.0,,,,0.0,0.0,0.0,283.0,100.0,156.0,159.0,
USC00044712,1988,8,13,,76.0,,,,0.0,0.0,0.0,228.0,78.0,122.0,179.0,
USC00044712,1988,8,14,,71.0,,,,0.0,0.0,0.0,278.0,100.0,117.0,66.0,
USC00044712,1988,8,15,,79.0,,,,0.0,0.0,0.0,278.0,89.0,150.0,89.0,
USC00044712,1988,8,16,,76.0,,,,0.0,0.0,0.0,306.0,133.0,178.0,53.0,
USC00044712,1988,8,17,,104.0,,,,0.0,0.0,0.0,344.0,139.0,178.0,80.0,
USC00044712,1988,8,18,,109.0,,,,0.0,0.0,0.0,356.0,139.0,172.0,97.0,
USC00044712,1988,8,19,,114.0,,,,0.0,0.0,0.0,367.0,133.0,172.0,84.0,
USC00044712,1988,8,2,,102.0,,,,0.0,0.0,0.0,350.0,139.0,178.0,105.0,
USC00044712,1988,8,20,,86.0,,,,0.0,0.0,0.0,378.0,133.0,189.0,61.0,
USC00044712,1988,8,21,,109.0,,,,0.0,0.0,0.0,322.0,167.0,200.0,117.0,
USC00044712,1988,8,22,,99.0,,,,0.0,0.0,0.0,339.0,144.0,183.0,100.0,
USC00044712,1988,8,23,,97.0,,,,0.0,0.0,0.0,339.0,139.0,167.0,148.0,
USC00044712,1988,8,24,,102.0,,,,0.0,0.0,0.0,367.0,128.0,172.0,80.0,
USC00044712,1988,8,25,,84.0,,,,0.0,0.0,0.0,367.0,150.0,194.0,50.0,
USC00044712,1988,8,26,,130.0,,,,0.0,0.0,0.0,389.0,167.0,217.0,64.0,
USC00044712,1988,8,27,,119.0,,,,0.0,0.0,0.0,394.0,156.0,167.0,50.0,
USC00044712,1988,8,28,,124.0,,,,0.0,0.0,0.0,394.0,144.0,189.0,74.0,
USC00044712,1988,8,29,,130.0,,,,0.0,0.0,0.0,378.0,167.0,189.0,56.0,
USC00044712,1988,8,3,,89.0,,,,0.0,0.0,0.0,311.0,139.0,178.0,166.0,
USC00044712,1988,8,30,,89.0,,,,0.0,0.0,0.0,372.0,156.0,183.0,47.0,
USC00044712,1988,8,31,,99.0,,,,0.0,0.0,0.0,394.0,111.0,172.0,79.0,
USC00044712,1988,8,4,,94.0,,,,0.0,0.0,0.0,333.0,144.0,183.0,64.0,
USC00044712,1988,8,5,,107.0,,,,0.0,0.0,0.0,350.0,139.0,200.0,103.0,
USC00044712,1988,8,6,,109.0,,,,0.0,0.0,0.0,289.0,122.0,161.0,145.0,
USC00044712,1988,8,7,,79.0,,,,0.0,0.0,0.0,300.0,106.0,122.0,97.0,
USC00044712,1988,8,8,,76.0,,,,0.0,0.0,0.0,328.0,106.0,178.0,53.0,
USC00044712,1988,8,9,,74.0,,,,0.0,0.0,0.0,356.0,122.0,139.0,58.0,
USC00044712,1988,9,1,,109.0,,,,0.0,0.0,0.0,383.0,139.0,239.0,53.0,
USC00044712,1988,9,10,,71.0,,,,0.0,0.0,0.0,300.0,89.0,167.0,93.0,
USC00044712,1988,9,11,,79.0,,,,0.0,0.0,0.0,322.0,150.0,233.0,95.0,
USC00044712,1988,9,12,,140.0,,,,0.0,0.0,0.0,328.0,183.0,233.0,282.0,
USC00044712,1988,9,13,,124.0,,,,0.0,0.0,0.0,322.0,89.0,111.0,188.0,
USC00044712,1988,9,14,,81.0,,,,0.0,0.0,0.0,294.0,94.0,139.0,64.0,
USC00044712,1988,9,15,,81.0,,,,0.0,0.0,0.0,317.0,83.0,117.0,63.0,
USC00044712,1988,9,16,,71.0,,,,0.0,0.0,0.0,322.0,94.0,206.0,77.0,
USC00044712,1988,9,17,,69.0,,,,0.0,0.0,0.0,294.0,89.0,133.0,69.0,
USC00044712,1988,9,18,,114.0,,,,0.0,0.0,0.0,311.0,122.0,200.0,217.0,
USC00044712,1988,9,19,,112.0,,,,0.0,0.0,0.0,311.0,67.0,122.0,153.0,
USC00044712,1988,9,2,,71.0,,,,0.0,0.0,0.0,389.0,150.0,233.0,69.0,
USC00044712,1988,9,20,,79.0,,,,0.0,0.0,0.0,289.0,89.0,167.0,192.0,
USC00044712,1988,9,21,,89.0,,,,0.0,0.0,0.0,278.0,117.0,200.0,124.0,
USC00044712,1988,9,22,,81.0,,,,0.0,0.0,0.0,289.0,100.0,122.0,167.0,
USC00044712,1988,9,23,,48.0,,,,0.0,0.0,0.0,267.0,72.0,100.0,56.0,
USC00044712,1988,9,24,,38.0,,,,0.0,0.0,0.0,283.0,83.0,117.0,47.0,
USC00044712,1988,9,25,,64.0,,,,0.0,0.0,0.0,283.0,94.0,133.0,146.0,
USC00044712,1988,9,26,,38.0,,,,0.0,0.0,0.0,222.0,56.0,117.0,55.0,
USC00044712,1988,9,27,,66.0,,,,0.0,0.0,0.0,278.0,89.0,133.0,134.0,
USC00044712,1988,9,28,,69.0,,,,0.0,0.0,0.0,289.0,100.0,150.0,105.0,
USC00044712,1988,9,29,,89.0,,,,0.0,0.0,0.0,333.0,117.0,161.0,117.0,
USC00044712,1988,9,3,,114.0,,,,0.0,0.0,0.0,394.0,161.0,233.0,69.0,
USC00044712,1988,9,30,,84.0,,,,0.0,0.0,0.0,350.0,89.0,139.0,87.0,
USC00044712,1988,9,31,,-9999.0,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
USC00044712,1988,9,4,,76.0,,,,0.0,0.0,0.0,411.0,167.0,183.0,50.0,
USC00044712,1988,9,5,,94.0,,,,0.0,0.0,0.0,417.0,167.0,194.0,45.0,
USC00044712,1988,9,6,,117.0,,,,0.0,0.0,0.0,422.0,172.0,244.0,90.0,
USC00044712,1988,9,7,,114.0,,,,0.0,0.0,0.0,367.0,100.0,133.0,98.0,
USC00044712,1988,9,8,,79.0,,,,0.0,0.0,0.0,344.0,100.0,128.0,40.0,
USC00044712,1988,9,9,,86.0,,,,0.0,0.0,0.0,328.0,106.0,189.0,80.0,
USC00044712,1988,10,1,,,,,,0.0,0.0,0.0,344.0,89.0,122.0,,
USC00044712,1988,10,10,,,,,,0.0,0.0,0.0,317.0,89.0,117.0,,
USC00044712,1988,10,11,,,,,,0.0,0.0,0.0,289.0,94.0,156.0,,
USC00044712,1988,10,12,,,,,,0.0,0.0,0.0,250.0,67.0,89.0,,
USC00044712,1988,10,13,,,,,,0.0,0.0,0.0,217.0,67.0,128.0,,
USC00044712,1988,10,14,,,,,,18.0,0.0,0.0,200.0,106.0,156.0,,
USC00044712,1988,10,15,,,,,,0.0,0.0,0.0,250.0,89.0,144.0,,
USC00044712,1988,10,16,,,,,,0.0,0.0,0.0,317.0,106.0,117.0,,
USC00044712,1988,10,17,,,,,,0.0,0.0,0.0,322.0,94.0,128.0,,
USC00044712,1988,10,18,,,,,,0.0,0.0,0.0,350.0,89.0,144.0,,
USC00044712,1988,10,19,,,,,,0.0,0.0,0.0,322.0,100.0,117.0,,
USC00044712,1988,10,2,,,,,,0.0,0.0,0.0,328.0,78.0,106.0,,
USC00044712,1988,10,20,,,,,,0.0,0.0,0.0,322.0,83.0,106.0,,
USC00044712,1988,10,21,,,,,,0.0,0.0,0.0,322.0,78.0,133.0,,
USC00044712,1988,10,22,,,,,,0.0,0.0,0.0,300.0,72.0,133.0,,
USC00044712,1988,10,23,,,,,,0.0,0.0,0.0,294.0,67.0,100.0,,
USC00044712,1988,10,24,,,,,,0.0,0.0,0.0,289.0,83.0,122.0,,
USC00044712,1988,10,25,,,,,,0.0,0.0,0.0,278.0,89.0,89.0,,
USC00044712,1988,10,26,,,,,,0.0,0.0,0.0,272.0,50.0,89.0,,
USC00044712,1988,10,27,,,,,,0.0,0.0,0.0,250.0,50.0,72.0,,
USC00044712,1988,10,28,,,,,,0.0,0.0,0.0,228.0,56.0,56.0,,
USC00044712,1988,10,29,,,,,,0.0,0.0,0.0,194.0,50.0,72.0,,
USC00044712,1988,10,3,,,,,,0.0,0.0,0.0,278.0,61.0,156.0,,
USC00044712,1988,10,30,,,,,,0.0,0.0,0.0,211.0,61.0,89.0,,
USC00044712,1988,10,31,,,,,,0.0,0.0,0.0,244.0,44.0,78.0,,
USC00044712,1988,10,4,,,,,,0.0,0.0,0.0,294.0,106.0,117.0,,
USC00044712,1988,10,5,,,,,,0.0,0.0,0.0,289.0,100.0,156.0,,
USC00044712,1988,10,6,,,,,,0.0,0.0,0.0,300.0,133.0,122.0,,
USC00044712,1988,10,7,,,,,,0.0,0.0,0.0,261.0,100.0,117.0,,
USC00044712,1988,10,8,,,,,,0.0,0.0,0.0,256.0,89.0,161.0,,
USC00044712,1988,10,9,,,,,,0.0,0.0,0.0,306.0,106.0,128.0,,
USC00044712,1988,11,1,,10.0,,44.0,111.0,0.0,0.0,0.0,239.0,61.0,122.0,66.0,
USC00044712,1988,11,10,,8.0,,100.0,172.0,94.0,0.0,0.0,167.0,89.0,133.0,100.0,
USC00044712,1988,11,11,,25.0,,122.0,200.0,0.0,0.0,0.0,178.0,78.0,111.0,103.0,
USC00044712,1988,11,12,,20.0,,-9999.0,-9999.0,0.0,0.0,0.0,183.0,89.0,122.0,58.0,
USC00044712,1988,11,13,,15.0,,-9999.0,-9999.0,0.0,0.0,0.0,156.0,106.0,122.0,105.0,
USC00044712,1988,11,14,,13.0,,-9999.0,-9999.0,86.0,0.0,0.0,150.0,33.0,72.0,143.0,
USC00044712,1988,11,15,,15.0,,-9999.0,-9999.0,0.0,0.0,0.0,128.0,56.0,111.0,21.0,
USC00044712,1988,11,16,,10.0,,-9999.0,-9999.0,0.0,0.0,0.0,161.0,61.0,111.0,89.0,
USC00044712,1988,11,17,,15.0,,-9999.0,-9999.0,91.0,0.0,0.0,150.0,50.0,111.0,209.0,
USC00044712,1988,11,18,,30.0,,-9999.0,-9999.0,0.0,0.0,0.0,156.0,61.0,100.0,130.0,
USC00044712,1988,11,19,,25.0,,-9999.0,-9999.0,0.0,0.0,0.0,150.0,22.0,67.0,98.0,
USC00044712,1988,11,2,,28.0,,56.0,89.0,0.0,0.0,0.0,206.0,106.0,144.0,126.0,
USC00044712,1988,11,20,,28.0,,-9999.0,-9999.0,0.0,0.0,0.0,156.0,17.0,83.0,50.0,
USC00044712,1988,11,21,,8.0,,-9999.0,-9999.0,0.0,0.0,0.0,139.0,28.0,72.0,60.0,
USC00044712,1988,11,22,,-9999.0,,-9999.0,-9999.0,33.0,0.0,0.0,128.0,61.0,111.0,98.0,
USC00044712,1988,11,23,,-9999.0,,-9999.0,-9999.0,234.0,0.0,0.0,161.0,94.0,128.0,175.0,
USC00044712,1988,11,24,,28.0,,-9999.0,-9999.0,0.0,0.0,0.0,144.0,33.0,83.0,127.0,
USC00044712,1988,11,25,,10.0,,-9999.0,-9999.0,124.0,0.0,0.0,128.0,56.0,83.0,122.0,
USC00044712,1988,11,26,,10.0,,-9999.0,-9999.0,0.0,0.0,0.0,122.0,61.0,100.0,64.0,
USC00044712,1988,11,27,,13.0,,-9999.0,-9999.0,0.0,0.0,0.0,128.0,11.0,33.0,76.0,
USC00044712,1988,11,28,,10.0,,-9999.0,-9999.0,0.0,0.0,0.0,133.0,22.0,83.0,56.0,
USC00044712,1988,11,29,,64.0,,-9999.0,-9999.0,0.0,0.0,0.0,172.0,83.0,67.0,212.0,
USC00044712,1988,11,3,,23.0,,139.0,217.0,5.0,0.0,0.0,178.0,122.0,150.0,163.0,
USC00044712,1988,11,30,,18.0,,-9999.0,-9999.0,0.0,0.0,0.0,167.0,6.0,33.0,63.0,
USC00044712,1988,11,31,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
USC00044712,1988,11,4,,20.0,,133.0,211.0,0.0,0.0,0.0,194.0,117.0,150.0,126.0,
USC00044712,1988,11,5,,38.0,,122.0,239.0,0.0,0.0,0.0,211.0,94.0,150.0,106.0,
USC00044712,1988,11,6,,41.0,,122.0,228.0,0.0,0.0,0.0,239.0,106.0,139.0,132.0,
USC00044712,1988,11,7,,61.0,,111.0,211.0,0.0,0.0,0.0,222.0,89.0,111.0,126.0,
USC00044712,1988,11,8,,38.0,,111.0,206.0,0.0,0.0,0.0,206.0,89.0,117.0,82.0,
USC00044712,1988,11,9,,13.0,,100.0,156.0,0.0,0.0,0.0,167.0,61.0,111.0,45.0,
USC00044712,1988,12,1,,13.0,,-9999.0,-9999.0,0.0,0.0,0.0,156.0,-17.0,39.0,216.0,
USC00044712,1988,12,10,,8.0,,61.0,150.0,0.0,0.0,0.0,172.0,0.0,67.0,53.0,
USC00044712,1988,12,11,,18.0,,67.0,150.0,0.0,0.0,0.0,161.0,28.0,72.0,101.0,
USC00044712,1988,12,12,,13.0,,61.0,172.0,0.0,0.0,0.0,167.0,6.0,39.0,79.0,
USC00044712,1988,12,13,,15.0,,61.0,156.0,0.0,0.0,0.0,167.0,28.0,72.0,90.0,
USC00044712,1988,12,14,,18.0,,56.0,167.0,0.0,0.0,0.0,211.0,6.0,44.0,50.0,
USC00044712,1988,12,15,,97.0,,89.0,178.0,0.0,0.0,0.0,194.0,-39.0,83.0,447.0,
USC00044712,1988,12,16,,107.0,,11.0,117.0,0.0,0.0,0.0,150.0,22.0,67.0,340.0,
USC00044712,1988,12,17,,8.0,,44.0,111.0,0.0,0.0,0.0,122.0,6.0,56.0,80.0,
USC00044712,1988,12,18,,5.0,,44.0,122.0,10.0,0.0,0.0,133.0,17.0,72.0,61.0,
USC00044712,1988,12,19,,3.0,,61.0,122.0,5.0,0.0,0.0,117.0,33.0,83.0,56.0,
USC00044712,1988,12,2,,15.0,,-9999.0,-9999.0,0.0,0.0,0.0,167.0,-22.0,17.0,50.0,
USC00044712,1988,12,20,,0.0,,61.0,111.0,157.0,0.0,0.0,83.0,56.0,78.0,48.0,
USC00044712,1988,12,21,,0.0,,44.0,94.0,178.0,0.0,0.0,94.0,6.0,78.0,137.0,
USC00044712,1988,12,22,,10.0,,50.0,94.0,157.0,0.0,0.0,106.0,44.0,67.0,153.0,
USC00044712,1988,12,23,,13.0,,44.0,111.0,69.0,0.0,0.0,117.0,11.0,22.0,158.0,
USC00044712,1988,12,24,,18.0,,39.0,100.0,264.0,0.0,0.0,94.0,11.0,33.0,63.0,
USC00044712,1988,12,25,,-9999.0,,33.0,111.0,10.0,0.0,0.0,111.0,-22.0,-6.0,159.0,
USC00044712,1988,12,26,,-9999.0,,28.0,111.0,0.0,0.0,0.0,72.0,-28.0,6.0,90.0,
USC00044712,1988,12,27,,-9999.0,,17.0,94.0,0.0,0.0,0.0,89.0,-39.0,6.0,114.0,
USC00044712,1988,12,28,,18.0,,22.0,94.0,43.0,0.0,0.0,33.0,-11.0,17.0,82.0,
USC00044712,1988,12,29,,-9999.0,,17.0,94.0,0.0,0.0,0.0,83.0,-33.0,-11.0,82.0,
USC00044712,1988,12,3,,10.0,,-9999.0,-9999.0,0.0,0.0,0.0,139.0,0.0,61.0,64.0,
USC00044712,1988,12,30,,-9999.0,,28.0,100.0,0.0,0.0,0.0,83.0,-28.0,17.0,43.0,
USC00044712,1988,12,31,,10.0,,11.0,78.0,20.0,0.0,0.0,56.0,0.0,33.0,101.0,
USC00044712,1988,12,4,,20.0,,-9999.0,-9999.0,0.0,0.0,0.0,183.0,44.0,67.0,117.0,
USC00044712,1988,12,5,,13.0,,-9999.0,-9999.0,0.0,0.0,0.0,183.0,28.0,61.0,84.0,
USC00044712,1988,12,6,,23.0,,-9999.0,-9999.0,0.0,0.0,0.0,194.0,39.0,72.0,60.0,
USC00044712,1988,12,7,,30.0,,-9999.0,-9999.0,0.0,0.0,0.0,183.0,33.0,161.0,109.0,
USC00044712,1988,12,8,,107.0,,-9999.0,-9999.0,0.0,0.0,0.0,189.0,122.0,156.0,356.0,
USC00044712,1988,12,9,,69.0,,78.0,183.0,0.0,0.0,0.0,206.0,17.0,50.0,188.0,
USC00044712,1989,1,1,,5.0,,33.0,78.0,0.0,0.0,0.0,72.0,-11.0,11.0,124.0,
USC00044712,1989,1,10,,13.0,,56.0,106.0,5.0,0.0,0.0,94.0,39.0,50.0,61.0,
USC00044712,1989,1,11,,13.0,,33.0,67.0,0.0,0.0,0.0,106.0,56.0,89.0,296.0,
USC00044712,1989,1,12,,64.0,,39.0,122.0,0.0,0.0,0.0,128.0,28.0,56.0,296.0,
USC00044712,1989,1,13,,15.0,,33.0,133.0,0.0,0.0,0.0,122.0,-39.0,0.0,113.0,
USC00044712,1989,1,14,,13.0,,28.0,106.0,0.0,0.0,0.0,111.0,-17.0,39.0,122.0,
USC00044712,1989,1,15,,15.0,,33.0,133.0,0.0,0.0,0.0,117.0,-22.0,11.0,89.0,
USC00044712,1989,1,16,,10.0,,33.0,128.0,0.0,0.0,0.0,111.0,-11.0,28.0,92.0,
USC00044712,1989,1,17,,13.0,,33.0,144.0,0.0,0.0,0.0,139.0,0.0,44.0,101.0,
USC00044712,1989,1,18,,13.0,,44.0,150.0,0.0,0.0,0.0,139.0,-17.0,17.0,66.0,
USC00044712,1989,1,19,,15.0,,44.0,139.0,0.0,0.0,0.0,161.0,-11.0,17.0,68.0,
USC00044712,1989,1,2,,13.0,,33.0,122.0,0.0,0.0,0.0,117.0,-22.0,17.0,55.0,
USC00044712,1989,1,20,,18.0,,39.0,150.0,0.0,0.0,0.0,161.0,6.0,50.0,80.0,
USC00044712,1989,1,21,,15.0,,44.0,156.0,0.0,0.0,0.0,172.0,0.0,78.0,77.0,
USC00044712,1989,1,22,,8.0,,56.0,144.0,0.0,0.0,0.0,156.0,44.0,89.0,55.0,
USC00044712,1989,1,23,,8.0,,72.0,156.0,48.0,0.0,0.0,167.0,44.0,61.0,108.0,
USC00044712,1989,1,24,,15.0,,39.0,128.0,0.0,0.0,0.0,139.0,-28.0,0.0,109.0,
USC00044712,1989,1,25,,51.0,,33.0,144.0,0.0,0.0,0.0,156.0,-22.0,89.0,237.0,
USC00044712,1989,1,26,,53.0,,44.0,144.0,0.0,0.0,0.0,161.0,0.0,33.0,203.0,
USC00044712,1989,1,27,,20.0,,44.0,117.0,0.0,0.0,0.0,156.0,0.0,39.0,87.0,
USC00044712,1989,1,28,,15.0,,89.0,161.0,0.0,0.0,0.0,161.0,-6.0,22.0,64.0,
USC00044712,1989,1,29,,18.0,,44.0,167.0,0.0,0.0,0.0,156.0,6.0,67.0,55.0,
USC00044712,1989,1,3,,10.0,,33.0,117.0,0.0,0.0,0.0,100.0,-28.0,-11.0,56.0,
USC00044712,1989,1,30,,20.0,,44.0,178.0,0.0,0.0,0.0,178.0,0.0,28.0,55.0,
USC00044712,1989,1,31,,18.0,,39.0,172.0,0.0,0.0,0.0,178.0,17.0,67.0,72.0,
USC00044712,1989,1,4,,8.0,,33.0,111.0,0.0,0.0,0.0,94.0,-28.0,6.0,50.0,
USC00044712,1989,1,5,,8.0,,39.0,61.0,112.0,0.0,0.0,78.0,-6.0,72.0,97.0,
USC00044712,1989,1,6,,38.0,,39.0,122.0,0.0,0.0,0.0,106.0,-17.0,39.0,245.0,
