ID,YEAR,MONTH,DAY,DAEV,DAPR,EVAP,MDEV,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WDMV,WT01,WT08
USC00040232,1967,4,17,,,51.0,,,0.0,0.0,0.0,172.0,67.0,128.0,,,
USC00040232,1967,4,18,,,10.0,,,28.0,0.0,0.0,150.0,28.0,78.0,,,
USC00040232,1967,4,19,,,18.0,,,36.0,0.0,0.0,122.0,22.0,94.0,,,
USC00040232,1967,4,2,,,-9999.0,,,0.0,0.0,0.0,133.0,17.0,78.0,,,
USC00040232,1967,4,20,,,15.0,,,5.0,0.0,0.0,128.0,11.0,94.0,,,
USC00040232,1967,4,21,,,15.0,,,74.0,0.0,0.0,144.0,44.0,67.0,,,
USC00040232,1967,4,22,,,15.0,,,152.0,0.0,0.0,133.0,50.0,83.0,,,
USC00040232,1967,4,23,,,18.0,,,8.0,0.0,0.0,150.0,67.0,94.0,,,
USC00040232,1967,4,24,,,15.0,,,64.0,0.0,0.0,133.0,61.0,117.0,,,
USC00040232,1967,4,25,,,33.0,,,0.0,0.0,0.0,167.0,44.0,128.0,,,
USC00040232,1967,4,26,,,51.0,,,0.0,0.0,0.0,178.0,28.0,117.0,,,
USC00040232,1967,4,27,,,76.0,,,25.0,0.0,0.0,183.0,72.0,111.0,,,
USC00040232,1967,4,28,,,76.0,,,0.0,0.0,0.0,161.0,22.0,111.0,,,
USC00040232,1967,4,29,,,20.0,,,0.0,0.0,0.0,161.0,28.0,117.0,,,
USC00040232,1967,4,3,,,28.0,,,0.0,0.0,0.0,161.0,11.0,89.0,,,
USC00040232,1967,4,30,,,56.0,,,0.0,0.0,0.0,167.0,33.0,100.0,,,
USC00040232,1967,4,31,,,-9999.0,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,
USC00040232,1967,4,4,,,25.0,,,0.0,0.0,0.0,172.0,72.0,100.0,,,
USC00040232,1967,4,5,,,8.0,,,0.0,0.0,0.0,117.0,56.0,89.0,,,
USC00040232,1967,4,6,,,15.0,,,41.0,0.0,0.0,150.0,83.0,89.0,,,
USC00040232,1967,4,7,,,8.0,,,112.0,0.0,0.0,150.0,56.0,100.0,,,
USC00040232,1967,4,8,,,15.0,,,0.0,0.0,0.0,144.0,39.0,122.0,,,
USC00040232,1967,4,9,,,18.0,,,0.0,0.0,0.0,167.0,33.0,111.0,,,
USC00040232,1967,5,1,,,51.0,,,0.0,0.0,0.0,183.0,22.0,122.0,,,
USC00040232,1967,5,10,,,15.0,,,15.0,0.0,0.0,189.0,67.0,111.0,,,
USC00040232,1967,5,11,,,64.0,,,0.0,0.0,0.0,178.0,78.0,117.0,,,
USC00040232,1967,5,12,,,64.0,,,0.0,0.0,0.0,189.0,56.0,117.0,,,
USC00040232,1967,5,13,,,61.0,,,0.0,0.0,0.0,217.0,100.0,161.0,,,
USC00040232,1967,5,14,,,76.0,,,0.0,0.0,0.0,267.0,89.0,167.0,,,
USC00040232,1967,5,15,,,66.0,,,0.0,0.0,0.0,294.0,89.0,183.0,,,
USC00040232,1967,5,16,,,69.0,,,0.0,0.0,0.0,317.0,111.0,194.0,,,
USC00040232,1967,5,17,,,76.0,,,0.0,0.0,0.0,344.0,106.0,211.0,,,
USC00040232,1967,5,18,,,76.0,,,0.0,0.0,0.0,339.0,89.0,172.0,,,
USC00040232,1967,5,19,,,76.0,,,0.0,0.0,0.0,322.0,83.0,167.0,,,
USC00040232,1967,5,2,,,61.0,,,0.0,0.0,0.0,211.0,39.0,128.0,,,
USC00040232,1967,5,20,,,76.0,,,0.0,0.0,0.0,311.0,117.0,167.0,,,
USC00040232,1967,5,21,,,76.0,,,0.0,0.0,0.0,328.0,117.0,172.0,,,
USC00040232,1967,5,22,,,66.0,,,0.0,0.0,0.0,356.0,117.0,211.0,,,
USC00040232,1967,5,23,,,76.0,,,0.0,0.0,0.0,350.0,111.0,161.0,,,
USC00040232,1967,5,24,,,86.0,,,0.0,0.0,0.0,328.0,94.0,183.0,,,
USC00040232,1967,5,25,,,86.0,,,0.0,0.0,0.0,294.0,94.0,161.0,,,
USC00040232,1967,5,26,,,76.0,,,0.0,0.0,0.0,283.0,106.0,150.0,,,
USC00040232,1967,5,27,,,69.0,,,0.0,0.0,0.0,261.0,78.0,172.0,,,
USC00040232,1967,5,28,,,132.0,,,0.0,0.0,0.0,261.0,144.0,161.0,,,
USC00040232,1967,5,29,,,76.0,,,0.0,0.0,0.0,244.0,83.0,144.0,,,
USC00040232,1967,5,3,,,51.0,,,0.0,0.0,0.0,222.0,39.0,128.0,,,
USC00040232,1967,5,30,,,74.0,,,0.0,0.0,0.0,239.0,50.0,161.0,,,
USC00040232,1967,5,31,,,76.0,,,0.0,0.0,0.0,250.0,100.0,133.0,,,
USC00040232,1967,5,4,,,56.0,,,0.0,0.0,0.0,222.0,78.0,122.0,,,
USC00040232,1967,5,5,,,58.0,,,0.0,0.0,0.0,211.0,72.0,144.0,,,
USC00040232,1967,5,6,,,46.0,,,0.0,0.0,0.0,200.0,61.0,122.0,,,
USC00040232,1967,5,7,,,56.0,,,0.0,0.0,0.0,250.0,61.0,156.0,,,
USC00040232,1967,5,8,,,48.0,,,0.0,0.0,0.0,294.0,89.0,194.0,,,
USC00040232,1967,5,9,,,76.0,,,0.0,0.0,0.0,267.0,78.0,100.0,,,
USC00040232,1967,6,1,,,64.0,,,51.0,0.0,0.0,217.0,94.0,111.0,,,
USC00040232,1967,6,10,,,76.0,,,0.0,0.0,0.0,261.0,83.0,161.0,,,
USC00040232,1967,6,11,,,76.0,,,0.0,0.0,0.0,272.0,117.0,167.0,,,
USC00040232,1967,6,12,,,76.0,,,0.0,0.0,0.0,267.0,111.0,161.0,,,
USC00040232,1967,6,13,,,61.0,,,0.0,0.0,0.0,217.0,78.0,150.0,,,
USC00040232,1967,6,14,,,71.0,,,0.0,0.0,0.0,272.0,94.0,172.0,,,
USC00040232,1967,6,15,,,76.0,,,0.0,0.0,0.0,300.0,117.0,178.0,,,
USC00040232,1967,6,16,,,76.0,,,0.0,0.0,0.0,289.0,122.0,189.0,,,
USC00040232,1967,6,17,,,79.0,,,0.0,0.0,0.0,333.0,133.0,189.0,,,
USC00040232,1967,6,18,,,84.0,,,0.0,0.0,0.0,317.0,122.0,172.0,,,
USC00040232,1967,6,19,,,76.0,,,0.0,0.0,0.0,261.0,122.0,183.0,,,
USC00040232,1967,6,2,,,13.0,,,48.0,0.0,0.0,167.0,106.0,111.0,,,
USC00040232,1967,6,20,,,76.0,,,0.0,0.0,0.0,256.0,94.0,156.0,,,
USC00040232,1967,6,21,,,71.0,,,0.0,0.0,0.0,272.0,94.0,189.0,,,
USC00040232,1967,6,22,,,76.0,,,0.0,0.0,0.0,306.0,144.0,222.0,,,
USC00040232,1967,6,23,,,97.0,,,0.0,0.0,0.0,311.0,172.0,222.0,,,
USC00040232,1967,6,24,,,97.0,,,0.0,0.0,0.0,322.0,111.0,183.0,,,
USC00040232,1967,6,25,,,84.0,,,0.0,0.0,0.0,317.0,150.0,172.0,,,
USC00040232,1967,6,26,,,76.0,,,0.0,0.0,0.0,300.0,117.0,178.0,,,
USC00040232,1967,6,27,,,76.0,,,0.0,0.0,0.0,267.0,117.0,178.0,,,
USC00040232,1967,6,28,,,76.0,,,0.0,0.0,0.0,294.0,144.0,233.0,,,
USC00040232,1967,6,29,,,94.0,,,0.0,0.0,0.0,361.0,167.0,228.0,,,
USC00040232,1967,6,3,,,8.0,,,56.0,0.0,0.0,161.0,100.0,161.0,,,
USC00040232,1967,6,30,,,104.0,,,0.0,0.0,0.0,356.0,156.0,222.0,,,
USC00040232,1967,6,31,,,-9999.0,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,
USC00040232,1967,6,4,,,56.0,,,0.0,0.0,0.0,239.0,100.0,156.0,,,
USC00040232,1967,6,5,,,76.0,,,0.0,0.0,0.0,261.0,117.0,133.0,,,
USC00040232,1967,6,6,,,33.0,,,0.0,0.0,0.0,189.0,128.0,144.0,,,
USC00040232,1967,6,7,,,38.0,,,0.0,0.0,0.0,194.0,83.0,150.0,,,
USC00040232,1967,6,8,,,69.0,,,0.0,0.0,0.0,250.0,83.0,156.0,,,
USC00040232,1967,6,9,,,71.0,,,0.0,0.0,0.0,278.0,100.0,156.0,,,
USC00040232,1967,7,1,,,114.0,,,0.0,0.0,0.0,372.0,167.0,228.0,,,
USC00040232,1967,7,10,,,76.0,,,0.0,0.0,0.0,311.0,117.0,200.0,,,
USC00040232,1967,7,11,,,81.0,,,0.0,0.0,0.0,322.0,128.0,217.0,,,
USC00040232,1967,7,12,,,99.0,,,0.0,0.0,0.0,383.0,156.0,222.0,,,
USC00040232,1967,7,13,,,102.0,,,0.0,0.0,0.0,378.0,156.0,239.0,,,
USC00040232,1967,7,14,,,104.0,,,0.0,0.0,0.0,372.0,150.0,194.0,,,
USC00040232,1967,7,15,,,97.0,,,0.0,0.0,0.0,339.0,150.0,211.0,,,
USC00040232,1967,7,16,,,86.0,,,0.0,0.0,0.0,339.0,144.0,189.0,,,
USC00040232,1967,7,17,,,89.0,,,0.0,0.0,0.0,294.0,139.0,183.0,,,
USC00040232,1967,7,18,,,89.0,,,0.0,0.0,0.0,300.0,100.0,183.0,,,
USC00040232,1967,7,19,,,104.0,,,0.0,0.0,0.0,322.0,106.0,206.0,,,
USC00040232,1967,7,2,,,114.0,,,0.0,0.0,0.0,361.0,156.0,211.0,,,
USC00040232,1967,7,20,,,89.0,,,0.0,0.0,0.0,328.0,139.0,222.0,,,
USC00040232,1967,7,21,,,89.0,,,0.0,0.0,0.0,333.0,139.0,211.0,,,
USC00040232,1967,7,22,,,94.0,,,0.0,0.0,0.0,344.0,122.0,189.0,,,
USC00040232,1967,7,23,,,91.0,,,0.0,0.0,0.0,333.0,111.0,161.0,,,
USC00040232,1967,7,24,,,76.0,,,0.0,0.0,0.0,294.0,106.0,189.0,,,
USC00040232,1967,7,25,,,86.0,,,0.0,0.0,0.0,328.0,111.0,194.0,,,
USC00040232,1967,7,26,,,86.0,,,0.0,0.0,0.0,356.0,128.0,217.0,,,
USC00040232,1967,7,27,,,86.0,,,0.0,0.0,0.0,367.0,150.0,189.0,,,
USC00040232,1967,7,28,,,86.0,,,0.0,0.0,0.0,322.0,183.0,244.0,,,
USC00040232,1967,7,29,,,86.0,,,0.0,0.0,0.0,356.0,178.0,222.0,,,
USC00040232,1967,7,3,,,97.0,,,0.0,0.0,0.0,344.0,122.0,194.0,,,
USC00040232,1967,7,30,,,91.0,,,0.0,0.0,0.0,356.0,161.0,206.0,,,
USC00040232,1967,7,31,,,91.0,,,0.0,0.0,0.0,344.0,133.0,206.0,,,
USC00040232,1967,7,4,,,91.0,,,0.0,0.0,0.0,350.0,161.0,211.0,,,
USC00040232,1967,7,5,,,97.0,,,0.0,0.0,0.0,333.0,144.0,172.0,,,
USC00040232,1967,7,6,,,84.0,,,0.0,0.0,0.0,306.0,150.0,200.0,,,
USC00040232,1967,7,7,,,102.0,,,0.0,0.0,0.0,339.0,106.0,183.0,,,
USC00040232,1967,7,8,,,86.0,,,0.0,0.0,0.0,289.0,100.0,161.0,,,
USC00040232,1967,7,9,,,76.0,,,0.0,0.0,0.0,300.0,106.0,189.0,,,
USC00040232,1967,8,1,,,86.0,,,0.0,0.0,0.0,328.0,139.0,183.0,,,
USC00040232,1967,8,10,,,86.0,,,0.0,0.0,0.0,306.0,122.0,172.0,,,
USC00040232,1967,8,11,,,86.0,,,0.0,0.0,0.0,300.0,122.0,161.0,,,
USC00040232,1967,8,12,,,76.0,,,0.0,0.0,0.0,333.0,144.0,178.0,,,
USC00040232,1967,8,13,,,94.0,,,0.0,0.0,0.0,372.0,150.0,206.0,,,
USC00040232,1967,8,14,,,97.0,,,0.0,0.0,0.0,389.0,172.0,217.0,,,
USC00040232,1967,8,15,,,94.0,,,0.0,0.0,0.0,400.0,172.0,211.0,,,
USC00040232,1967,8,16,,,94.0,,,0.0,0.0,0.0,350.0,144.0,189.0,,,
USC00040232,1967,8,17,,,86.0,,,0.0,0.0,0.0,339.0,172.0,211.0,,,
USC00040232,1967,8,18,,,99.0,,,0.0,0.0,0.0,383.0,183.0,211.0,,,
USC00040232,1967,8,19,,,99.0,,,0.0,0.0,0.0,378.0,183.0,211.0,,,
USC00040232,1967,8,2,,,91.0,,,0.0,0.0,0.0,333.0,144.0,178.0,,,
USC00040232,1967,8,20,,,79.0,,,0.0,0.0,0.0,350.0,128.0,172.0,,,
USC00040232,1967,8,21,,,71.0,,,0.0,0.0,0.0,322.0,139.0,189.0,,,
USC00040232,1967,8,22,,,76.0,,,0.0,0.0,0.0,356.0,128.0,194.0,,,
USC00040232,1967,8,23,,,76.0,,,0.0,0.0,0.0,328.0,144.0,178.0,,,
USC00040232,1967,8,24,,,74.0,,,0.0,0.0,0.0,344.0,139.0,183.0,,,
USC00040232,1967,8,25,,,53.0,,,0.0,0.0,0.0,322.0,161.0,206.0,,,
USC00040232,1967,8,26,,,76.0,,,0.0,0.0,0.0,328.0,144.0,183.0,,,
USC00040232,1967,8,27,,,74.0,,,0.0,0.0,0.0,361.0,161.0,194.0,,,
USC00040232,1967,8,28,,,76.0,,,0.0,0.0,0.0,311.0,150.0,172.0,,,
USC00040232,1967,8,29,,,76.0,,,0.0,0.0,0.0,283.0,117.0,183.0,,,
USC00040232,1967,8,3,,,76.0,,,0.0,0.0,0.0,317.0,117.0,183.0,,,
USC00040232,1967,8,30,,,76.0,,,0.0,0.0,0.0,350.0,122.0,200.0,,,
USC00040232,1967,8,31,,,91.0,,,0.0,0.0,0.0,344.0,122.0,167.0,,,
USC00040232,1967,8,4,,,76.0,,,0.0,0.0,0.0,350.0,122.0,211.0,,,
USC00040232,1967,8,5,,,102.0,,,0.0,0.0,0.0,344.0,122.0,194.0,,,
USC00040232,1967,8,6,,,94.0,,,0.0,0.0,0.0,339.0,122.0,206.0,,,
USC00040232,1967,8,7,,,84.0,,,0.0,0.0,0.0,322.0,128.0,183.0,,,
USC00040232,1967,8,8,,,76.0,,,0.0,0.0,0.0,350.0,139.0,194.0,,,
USC00040232,1967,8,9,,,76.0,,,0.0,0.0,0.0,317.0,150.0,178.0,,,
USC00040232,1967,9,1,,,84.0,,,0.0,0.0,0.0,328.0,106.0,178.0,,,
USC00040232,1967,9,10,,,69.0,,,0.0,0.0,0.0,300.0,133.0,211.0,,,
USC00040232,1967,9,11,,,71.0,,,0.0,0.0,0.0,311.0,117.0,178.0,,,
USC00040232,1967,9,12,,,66.0,,,0.0,0.0,0.0,311.0,139.0,200.0,,,
USC00040232,1967,9,13,,,69.0,,,0.0,0.0,0.0,339.0,133.0,189.0,,,
USC00040232,1967,9,14,,,76.0,,,0.0,0.0,0.0,344.0,117.0,156.0,,,
USC00040232,1967,9,15,,,69.0,,,0.0,0.0,0.0,311.0,111.0,156.0,,,
USC00040232,1967,9,16,,,69.0,,,0.0,0.0,0.0,300.0,117.0,161.0,,,
USC00040232,1967,9,17,,,71.0,,,0.0,0.0,0.0,300.0,150.0,189.0,,,
USC00040232,1967,9,18,,,56.0,,,3.0,0.0,0.0,278.0,161.0,172.0,,,
USC00040232,1967,9,19,,,61.0,,,0.0,0.0,0.0,311.0,117.0,150.0,,,
USC00040232,1967,9,2,,,79.0,,,0.0,0.0,0.0,317.0,139.0,200.0,,,
USC00040232,1967,9,20,,,51.0,,,0.0,0.0,0.0,322.0,117.0,167.0,,,
USC00040232,1967,9,21,,,53.0,,,0.0,0.0,0.0,356.0,156.0,178.0,,,
USC00040232,1967,9,22,,,76.0,,,0.0,0.0,0.0,311.0,172.0,183.0,,,
USC00040232,1967,9,23,,,56.0,,,0.0,0.0,0.0,272.0,128.0,133.0,,,
USC00040232,1967,9,24,,,51.0,,,0.0,0.0,0.0,306.0,133.0,167.0,,,
USC00040232,1967,9,25,,,61.0,,,0.0,0.0,0.0,283.0,117.0,139.0,,,
USC00040232,1967,9,26,,,46.0,,,0.0,0.0,0.0,306.0,133.0,150.0,,,
USC00040232,1967,9,27,,,53.0,,,0.0,0.0,0.0,350.0,133.0,156.0,,,
USC00040232,1967,9,28,,,56.0,,,0.0,0.0,0.0,289.0,139.0,172.0,,,
USC00040232,1967,9,29,,,43.0,,,0.0,0.0,0.0,317.0,133.0,139.0,,,
USC00040232,1967,9,3,,,79.0,,,0.0,0.0,0.0,350.0,161.0,189.0,,,
USC00040232,1967,9,30,,,51.0,,,0.0,0.0,0.0,256.0,139.0,167.0,,,
USC00040232,1967,9,31,,,-9999.0,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,
USC00040232,1967,9,4,,,84.0,,,0.0,0.0,0.0,322.0,183.0,239.0,,,
USC00040232,1967,9,5,,,94.0,,,0.0,0.0,0.0,328.0,139.0,200.0,,,
USC00040232,1967,9,6,,,76.0,,,0.0,0.0,0.0,322.0,144.0,178.0,,,
USC00040232,1967,9,7,,,76.0,,,0.0,0.0,0.0,328.0,122.0,167.0,,,
USC00040232,1967,9,8,,,89.0,,,0.0,0.0,0.0,311.0,122.0,183.0,,,
USC00040232,1967,9,9,,,76.0,,,0.0,0.0,0.0,294.0,150.0,161.0,,,
USC00040232,1967,10,1,,,64.0,,,0.0,0.0,0.0,267.0,122.0,189.0,,,
USC00040232,1967,10,10,,,48.0,,,0.0,0.0,0.0,300.0,94.0,133.0,,,
USC00040232,1967,10,11,,,38.0,,,0.0,0.0,0.0,283.0,100.0,133.0,,,
USC00040232,1967,10,12,,,69.0,,,0.0,0.0,0.0,311.0,128.0,189.0,,,
USC00040232,1967,10,13,,,43.0,,,0.0,0.0,0.0,311.0,83.0,144.0,,,
USC00040232,1967,10,14,,,69.0,,,0.0,0.0,0.0,306.0,144.0,183.0,,,
USC00040232,1967,10,15,,,84.0,,,0.0,0.0,0.0,283.0,100.0,144.0,,,
USC00040232,1967,10,16,,,46.0,,,0.0,0.0,0.0,289.0,94.0,144.0,,,
USC00040232,1967,10,17,,,38.0,,,0.0,0.0,0.0,294.0,67.0,100.0,,,
USC00040232,1967,10,18,,,38.0,,,0.0,0.0,0.0,300.0,67.0,111.0,,,
USC00040232,1967,10,19,,,38.0,,,0.0,0.0,0.0,294.0,72.0,133.0,,,
USC00040232,1967,10,2,,,48.0,,,0.0,0.0,0.0,250.0,106.0,133.0,,,
USC00040232,1967,10,20,,,36.0,,,0.0,0.0,0.0,300.0,67.0,89.0,,,
USC00040232,1967,10,21,,,38.0,,,0.0,0.0,0.0,278.0,89.0,122.0,,,
USC00040232,1967,10,22,,,15.0,,,0.0,0.0,0.0,222.0,117.0,156.0,,,
USC00040232,1967,10,23,,,38.0,,,0.0,0.0,0.0,244.0,111.0,128.0,,,
USC00040232,1967,10,24,,,38.0,,,0.0,0.0,0.0,256.0,78.0,117.0,,,
USC00040232,1967,10,25,,,20.0,,,0.0,0.0,0.0,261.0,61.0,83.0,,,
USC00040232,1967,10,26,,,23.0,,,0.0,0.0,0.0,256.0,78.0,111.0,,,
USC00040232,1967,10,27,,,30.0,,,0.0,0.0,0.0,250.0,78.0,83.0,,,
USC00040232,1967,10,28,,,38.0,,,0.0,0.0,0.0,267.0,83.0,183.0,,,
USC00040232,1967,10,29,,,66.0,,,0.0,0.0,0.0,256.0,133.0,156.0,,,
USC00040232,1967,10,3,,,23.0,,,23.0,0.0,0.0,239.0,61.0,100.0,,,
USC00040232,1967,10,30,,,53.0,,,0.0,0.0,0.0,222.0,56.0,133.0,,,
USC00040232,1967,10,31,,,28.0,,,0.0,0.0,0.0,267.0,61.0,117.0,,,
USC00040232,1967,10,4,,,30.0,,,0.0,0.0,0.0,256.0,61.0,100.0,,,
USC00040232,1967,10,5,,,41.0,,,8.0,0.0,0.0,239.0,89.0,122.0,,,
USC00040232,1967,10,6,,,38.0,,,0.0,0.0,0.0,228.0,89.0,117.0,,,
USC00040232,1967,10,7,,,38.0,,,0.0,0.0,0.0,256.0,67.0,100.0,,,
USC00040232,1967,10,8,,,38.0,,,0.0,0.0,0.0,272.0,67.0,100.0,,,
USC00040232,1967,10,9,,,43.0,,,0.0,0.0,0.0,294.0,94.0,133.0,,,
USC00040232,1967,11,1,-9999.0,,28.0,-9999.0,,0.0,0.0,0.0,289.0,61.0,111.0,,,
USC00040232,1967,11,10,-9999.0,,33.0,-9999.0,,0.0,0.0,0.0,206.0,72.0,122.0,,,
USC00040232,1967,11,11,-9999.0,,15.0,-9999.0,,0.0,0.0,0.0,233.0,61.0,89.0,,,
USC00040232,1967,11,12,-9999.0,,10.0,-9999.0,,0.0,0.0,0.0,183.0,61.0,122.0,,,
USC00040232,1967,11,13,-9999.0,,13.0,-9999.0,,28.0,0.0,0.0,178.0,122.0,133.0,,,
USC00040232,1967,11,14,-9999.0,,0.0,-9999.0,,10.0,0.0,0.0,178.0,122.0,139.0,,,
USC00040232,1967,11,15,-9999.0,,10.0,-9999.0,,0.0,0.0,0.0,211.0,89.0,106.0,,,
USC00040232,1967,11,16,-9999.0,,10.0,-9999.0,,0.0,0.0,0.0,200.0,78.0,117.0,,,
USC00040232,1967,11,17,-9999.0,,15.0,-9999.0,,0.0,0.0,0.0,228.0,106.0,144.0,,,
USC00040232,1967,11,18,-9999.0,,20.0,-9999.0,,0.0,0.0,0.0,228.0,117.0,128.0,,,
USC00040232,1967,11,19,-9999.0,,10.0,-9999.0,,10.0,0.0,0.0,211.0,67.0,94.0,,,
USC00040232,1967,11,2,-9999.0,,23.0,-9999.0,,0.0,0.0,0.0,294.0,94.0,183.0,,,
USC00040232,1967,11,20,-9999.0,,23.0,-9999.0,,10.0,0.0,0.0,172.0,78.0,106.0,,,
USC00040232,1967,11,21,-9999.0,,-9999.0,-9999.0,,0.0,0.0,0.0,194.0,61.0,111.0,,,
USC00040232,1967,11,22,2.0,,-9999.0,51.0,,0.0,0.0,0.0,211.0,44.0,89.0,,,
USC00040232,1967,11,23,-9999.0,,38.0,-9999.0,,0.0,0.0,0.0,183.0,28.0,83.0,,,
USC00040232,1967,11,24,-9999.0,,15.0,-9999.0,,0.0,0.0,0.0,139.0,17.0,67.0,,,
USC00040232,1967,11,25,-9999.0,,5.0,-9999.0,,0.0,0.0,0.0,144.0,22.0,50.0,,,
USC00040232,1967,11,26,-9999.0,,3.0,-9999.0,,0.0,0.0,0.0,161.0,6.0,17.0,,,
USC00040232,1967,11,27,-9999.0,,10.0,-9999.0,,0.0,0.0,0.0,161.0,0.0,28.0,,,
USC00040232,1967,11,28,-9999.0,,10.0,-9999.0,,8.0,0.0,0.0,167.0,22.0,72.0,,,
USC00040232,1967,11,29,-9999.0,,13.0,-9999.0,,0.0,0.0,0.0,122.0,17.0,56.0,,,
USC00040232,1967,11,3,-9999.0,,38.0,-9999.0,,0.0,0.0,0.0,289.0,61.0,161.0,,,
USC00040232,1967,11,30,-9999.0,,-9999.0,-9999.0,,127.0,0.0,0.0,128.0,39.0,78.0,,,
USC00040232,1967,11,31,-9999.0,,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,
USC00040232,1967,11,4,-9999.0,,-9999.0,-9999.0,,0.0,0.0,0.0,278.0,94.0,139.0,,,
USC00040232,1967,11,5,2.0,,-9999.0,23.0,,0.0,0.0,0.0,206.0,128.0,139.0,,,
USC00040232,1967,11,6,-9999.0,,10.0,-9999.0,,0.0,0.0,0.0,194.0,89.0,122.0,,,
USC00040232,1967,11,7,-9999.0,,13.0,-9999.0,,0.0,0.0,0.0,228.0,72.0,100.0,,,
USC00040232,1967,11,8,-9999.0,,25.0,-9999.0,,0.0,0.0,0.0,250.0,94.0,128.0,,,
USC00040232,1967,11,9,-9999.0,,15.0,-9999.0,,0.0,0.0,0.0,239.0,89.0,133.0,,,
USC00040232,1967,12,1,,,41.0,,,25.0,0.0,0.0,122.0,-11.0,50.0,,,
USC00040232,1967,12,10,,,13.0,,,0.0,0.0,0.0,128.0,-11.0,17.0,,,
USC00040232,1967,12,11,,,13.0,,,3.0,0.0,0.0,139.0,-22.0,28.0,,,
USC00040232,1967,12,12,,,10.0,,,0.0,0.0,0.0,122.0,11.0,56.0,,,
USC00040232,1967,12,13,,,33.0,,,0.0,0.0,0.0,117.0,0.0,6.0,,,
USC00040232,1967,12,14,,,38.0,,,0.0,0.0,0.0,78.0,-17.0,0.0,,,
USC00040232,1967,12,15,,,48.0,,,0.0,0.0,0.0,94.0,0.0,28.0,,,
USC00040232,1967,12,16,,,13.0,,,0.0,0.0,0.0,117.0,-56.0,-44.0,,,
USC00040232,1967,12,17,,,15.0,,,0.0,0.0,0.0,78.0,-44.0,44.0,,,
USC00040232,1967,12,18,,,5.0,,,66.0,0.0,0.0,111.0,22.0,56.0,,,
USC00040232,1967,12,19,,,3.0,,,3.0,0.0,0.0,106.0,-6.0,0.0,,,
USC00040232,1967,12,2,,,10.0,,,0.0,0.0,0.0,122.0,-11.0,22.0,,,
USC00040232,1967,12,20,,,13.0,,,0.0,0.0,0.0,83.0,-28.0,-11.0,,,
USC00040232,1967,12,21,,,5.0,,,0.0,0.0,0.0,83.0,-17.0,-6.0,,,
USC00040232,1967,12,22,,,8.0,,,0.0,0.0,0.0,78.0,-11.0,6.0,,,
USC00040232,1967,12,23,,,5.0,,,0.0,0.0,0.0,117.0,0.0,39.0,,,
USC00040232,1967,12,24,,,5.0,,,0.0,0.0,0.0,144.0,-11.0,22.0,,,
USC00040232,1967,12,25,,,8.0,,,0.0,0.0,0.0,156.0,-6.0,17.0,,,
USC00040232,1967,12,26,,,8.0,,,0.0,0.0,0.0,183.0,0.0,22.0,,,
USC00040232,1967,12,27,,,10.0,,,0.0,0.0,0.0,200.0,17.0,33.0,,,
USC00040232,1967,12,28,,,10.0,,,0.0,0.0,0.0,206.0,11.0,39.0,,,
USC00040232,1967,12,29,,,25.0,,,0.0,0.0,0.0,217.0,33.0,61.0,,,
USC00040232,1967,12,3,,,-9999.0,,,0.0,0.0,0.0,144.0,17.0,72.0,,,
USC00040232,1967,12,30,,,20.0,,,0.0,0.0,0.0,189.0,-28.0,17.0,,,
USC00040232,1967,12,31,,,10.0,,,0.0,0.0,0.0,150.0,0.0,11.0,,,
USC00040232,1967,12,4,,,-9999.0,,,91.0,0.0,0.0,100.0,67.0,89.0,,,
USC00040232,1967,12,5,,,20.0,,,13.0,0.0,0.0,178.0,78.0,100.0,,,
USC00040232,1967,12,6,,,15.0,,,0.0,0.0,0.0,139.0,-11.0,33.0,,,
USC00040232,1967,12,7,,,5.0,,,15.0,0.0,0.0,111.0,22.0,78.0,,,
USC00040232,1967,12,8,,,20.0,,,0.0,0.0,0.0,133.0,17.0,56.0,,,
USC00040232,1967,12,9,,,15.0,,,0.0,0.0,0.0,133.0,22.0,39.0,,,
USC00040232,1968,1,1,,,5.0,,,0.0,0.0,0.0,44.0,-6.0,6.0,,,
USC00040232,1968,1,10,,,3.0,,,127.0,0.0,0.0,139.0,6.0,100.0,,,
USC00040232,1968,1,11,,,20.0,,,8.0,0.0,0.0,128.0,-11.0,28.0,,,
USC00040232,1968,1,12,,,15.0,,,0.0,0.0,0.0,100.0,-22.0,-11.0,,,
USC00040232,1968,1,13,,,8.0,,,8.0,0.0,0.0,106.0,-11.0,61.0,,,
USC00040232,1968,1,14,,,8.0,,,15.0,0.0,0.0,133.0,22.0,78.0,,,
USC00040232,1968,1,15,,,3.0,,,104.0,0.0,0.0,111.0,67.0,106.0,,,
USC00040232,1968,1,16,,,8.0,,,0.0,0.0,0.0,167.0,17.0,100.0,,,
USC00040232,1968,1,17,,,15.0,,,0.0,0.0,0.0,156.0,11.0,28.0,,,
USC00040232,1968,1,18,,,13.0,,,0.0,0.0,0.0,128.0,-17.0,11.0,,,
