ID,YEAR,MONTH,DAY,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
USW00093230,1976,3,23,,,,,,,,106.0,-6.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,3,24,,,,,,,,89.0,-22.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,3,25,,,,,,,,44.0,-106.0,-39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,3,26,,,,,,,,94.0,-67.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,3,27,,,,,,,,56.0,-50.0,-44.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,3,28,,,,,,,,72.0,-44.0,-28.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,3,29,,,,,,,,106.0,-67.0,-28.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,3,3,,,,,,,,-28.0,-111.0,-83.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,3,30,,,,,,,,156.0,-61.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,3,31,,,,,,,,83.0,-11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,3,4,,,,,,,,-28.0,-194.0,-133.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,3,5,,,,,,,,-6.0,-228.0,-111.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,3,6,,,,,,,,39.0,-228.0,-83.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,3,7,,,,,,,,72.0,-150.0,-50.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,3,8,,,,,,,,56.0,-111.0,-39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,3,9,,,,,,,,78.0,-94.0,-33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,1,,,,,,,,83.0,-33.0,-33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,10,,,,,,,,117.0,-61.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,11,,,,,,,,72.0,-22.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,12,,,,,,,,44.0,-44.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,13,,,,,,,,72.0,-28.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,14,,,,,,,,89.0,-44.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,15,,,,,,,,33.0,-56.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,16,,,,,,,,0.0,-83.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,17,,,,,,,,100.0,-100.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,18,,,,,,,,111.0,-17.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,19,,,,,,,,161.0,-50.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,2,,,,,,,,161.0,-67.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,20,,,,,,,,183.0,-39.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,21,,,,,,,,156.0,-44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,22,,,,,,,,133.0,-11.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,23,,,,,,,,167.0,-44.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,24,,,,,,,,167.0,-6.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,25,,,,,,,,72.0,-11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,26,,,,,,,,56.0,-50.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,27,,,,,,,,89.0,-78.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,28,,,,,,,,111.0,-61.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,29,,,,,,,,161.0,-39.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,3,,,,,,,,117.0,-61.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,30,,,,,,,,200.0,-28.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,31,,,,,,,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,4,,,,,,,,128.0,-44.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,5,,,,,,,,78.0,-44.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,6,,,,,,,,100.0,-22.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,7,,,,,,,,128.0,-50.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,8,,,,,,,,44.0,-39.0,-39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,4,9,,,,,,,,117.0,-78.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,1,,,,,,,,200.0,-17.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,10,,,,,,,,167.0,-6.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,11,,,,,,,,200.0,11.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,12,,,,,,,,222.0,-11.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,13,,,,,,,,250.0,6.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,14,,,,,,,,200.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,15,,,,,,,,194.0,-17.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,16,,,,,,,,222.0,0.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,17,,,,,,,,200.0,11.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,18,,,,,,,,189.0,-17.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,19,,,,,,,,172.0,-17.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,2,,,,,,,,156.0,-33.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,20,,,,,,,,172.0,-22.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,21,,,,,,,,178.0,28.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,22,,,,,,,,183.0,-6.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,23,,,,,,,,183.0,-33.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,24,,,,,,,,189.0,-28.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,25,,,,,,,,194.0,-6.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,26,,,,,,,,233.0,0.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,27,,,,,,,,206.0,33.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,28,,,,,,,,167.0,-22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,29,,,,,,,,189.0,-33.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,3,,,,,,,,183.0,-17.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,30,,,,,,,,167.0,56.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,31,,,,,,,,156.0,56.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,4,,,,,,,,183.0,-33.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,5,,,,,,,,144.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,6,,,,,,,,67.0,-6.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,7,,,,,,,,172.0,17.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,8,,,,,,,,172.0,0.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,5,9,,,,,,,,172.0,11.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,1,,,,,,,,172.0,56.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,10,,,,,,,,100.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,11,,,,,,,,150.0,17.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,12,,,,,,,,189.0,-17.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,13,,,,,,,,194.0,0.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,14,,,,,,,,194.0,6.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,15,,,,,,,,250.0,-11.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,16,,,,,,,,244.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,17,,,,,,,,250.0,17.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,18,,,,,,,,272.0,39.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,19,,,,,,,,250.0,28.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,2,,,,,,,,194.0,11.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,20,,,,,,,,222.0,33.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,21,,,,,,,,189.0,56.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,22,,,,,,,,211.0,-11.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,23,,,,,,,,228.0,0.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,24,,,,,,,,256.0,33.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,25,,,,,,,,272.0,-6.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,26,,,,,,,,278.0,-6.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,27,,,,,,,,300.0,22.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,28,,,,,,,,233.0,67.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,29,,,,,,,,189.0,67.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,3,,,,,,,,167.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,30,,,,,,,,189.0,94.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,31,,,,,,,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,4,,,,,,,,183.0,-39.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,5,,,,,,,,178.0,-33.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,6,,,,,,,,189.0,-6.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,7,,,,,,,,172.0,22.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,8,,,,,,,,161.0,-17.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,6,9,,,,,,,,139.0,50.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,1,,,,,,,,217.0,-39.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,10,,,,,,,,300.0,28.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,11,,,,,,,,256.0,56.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,12,,,,,,,,256.0,39.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,13,,,,,,,,278.0,39.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,14,,,,,,,,278.0,28.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,15,,,,,,,,261.0,50.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,16,,,,,,,,250.0,111.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,17,,,,,,,,233.0,50.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,18,,,,,,,,233.0,39.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,19,,,,,,,,267.0,33.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,2,,,,,,,,233.0,-17.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,20,,,,,,,,261.0,22.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,21,,,,,,,,267.0,0.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,22,,,,,,,,278.0,33.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,23,,,,,,,,183.0,111.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,24,,,,,,,,250.0,56.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,25,,,,,,,,278.0,56.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,26,,,,,,,,294.0,94.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,27,,,,,,,,294.0,83.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,28,,,,,,,,272.0,106.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,29,,,,,,,,267.0,111.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,3,,,,,,,,250.0,-6.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,30,,,,,,,,272.0,94.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,31,,,,,,,,194.0,89.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,4,,,,,,,,267.0,44.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,5,,,,,,,,283.0,0.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,6,,,,,,,,278.0,11.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,7,,,,,,,,278.0,11.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,8,,,,,,,,283.0,28.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,7,9,,,,,,,,278.0,56.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,1,,,,,,,,167.0,61.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,10,,,,,,,,244.0,44.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,11,,,,,,,,250.0,50.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,12,,,,,,,,244.0,56.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,13,,,,,,,,206.0,22.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,14,,,,,,,,111.0,56.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,15,,,,,,,,100.0,33.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,16,,,,,,,,139.0,11.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,17,,,,,,,,156.0,33.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,18,,,,,,,,122.0,39.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,19,,,,,,,,183.0,67.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,2,,,,,,,,189.0,22.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,20,,,,,,,,228.0,33.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,21,,,,,,,,261.0,28.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,22,,,,,,,,172.0,67.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,23,,,,,,,,206.0,6.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,24,,,,,,,,239.0,39.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,25,,,,,,,,222.0,44.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,26,,,,,,,,217.0,6.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,27,,,,,,,,233.0,6.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,28,,,,,,,,261.0,28.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,29,,,,,,,,289.0,22.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,3,,,,,,,,183.0,28.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,30,,,,,,,,272.0,11.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,31,,,,,,,,283.0,11.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,4,,,,,,,,189.0,0.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,5,,,,,,,,194.0,11.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,6,,,,,,,,161.0,78.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,7,,,,,,,,200.0,-11.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,8,,,,,,,,217.0,17.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,8,9,,,,,,,,233.0,28.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,1,,,,,,,,278.0,17.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,10,,,,,,,,194.0,83.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,11,,,,,,,,144.0,67.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,12,,,,,,,,178.0,6.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,13,,,,,,,,200.0,17.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,14,,,,,,,,206.0,33.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,15,,,,,,,,150.0,56.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,16,,,,,,,,144.0,6.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,17,,,,,,,,167.0,39.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,18,,,,,,,,183.0,6.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,19,,,,,,,,206.0,0.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,2,,,,,,,,283.0,33.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,20,,,,,,,,217.0,22.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,21,,,,,,,,194.0,17.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,22,,,,,,,,200.0,-11.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,23,,,,,,,,200.0,-11.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,24,,,,,,,,211.0,6.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,25,,,,,,,,211.0,11.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,26,,,,,,,,211.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,27,,,,,,,,211.0,11.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,28,,,,,,,,194.0,33.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,29,,,,,,,,167.0,61.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,3,,,,,,,,278.0,61.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,30,,,,,,,,200.0,39.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,31,,,,,,,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,4,,,,,,,,261.0,50.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,5,,,,,,,,239.0,78.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,6,,,,,,,,228.0,100.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,7,,,,,,,,222.0,11.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,8,,,,,,,,233.0,17.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,9,9,,,,,,,,256.0,17.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,1,,,,,,,,194.0,11.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,10,,,,,,,,200.0,11.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,11,,,,,,,,183.0,-17.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,12,,,,,,,,206.0,-6.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,13,,,,,,,,206.0,-33.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,14,,,,,,,,194.0,-22.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,15,,,,,,,,200.0,-39.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,16,,,,,,,,172.0,-17.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,17,,,,,,,,167.0,-33.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,18,,,,,,,,150.0,-44.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,19,,,,,,,,172.0,-39.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,2,,,,,,,,106.0,11.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,20,,,,,,,,156.0,-28.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,21,,,,,,,,167.0,-39.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,22,,,,,,,,122.0,-22.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,23,,,,,,,,133.0,-39.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,24,,,,,,,,144.0,-44.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,25,,,,,,,,122.0,-11.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,26,,,,,,,,89.0,-56.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,27,,,,,,,,117.0,-83.0,-28.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,28,,,,,,,,167.0,-106.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,29,,,,,,,,167.0,-56.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,3,,,,,,,,150.0,6.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,30,,,,,,,,161.0,-72.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,31,,,,,,,,161.0,-50.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,4,,,,,,,,183.0,-17.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,5,,,,,,,,206.0,-11.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,6,,,,,,,,211.0,0.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,7,,,,,,,,211.0,0.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,8,,,,,,,,217.0,0.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,10,9,,,,,,,,233.0,6.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,11,1,,,,,,,,167.0,-61.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,11,10,,,,,,,,139.0,-33.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,11,11,,,,,,,,106.0,-50.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,11,12,,,,,,,,106.0,-44.0,-33.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,11,13,,,,,,,,100.0,-83.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,11,14,,,,,,,,44.0,6.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,11,15,,,,,,,,122.0,-11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,11,16,,,,,,,,161.0,-22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,11,17,,,,,,,,178.0,-33.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
USW00093230,1976,11,18,,,,,,,,150.0,-39.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,
