ID,YEAR,MONTH,DAY,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT05,WT08
USW00023259,1999,3,5,25.0,,1139.0,,1255.0,0.0,,-9999.0,72.0,117.0,28.0,,,300.0,290.0,58.0,63.0,,,,,
USW00023259,1999,3,6,26.0,,1414.0,,1445.0,3.0,,-9999.0,89.0,128.0,44.0,,,250.0,250.0,76.0,94.0,,,,,
USW00023259,1999,3,7,30.0,,1435.0,,1513.0,0.0,,-9999.0,83.0,122.0,39.0,,,270.0,270.0,98.0,116.0,,,,,
USW00023259,1999,3,8,33.0,,1522.0,,1521.0,53.0,,-9999.0,100.0,133.0,61.0,,,170.0,180.0,98.0,116.0,,,,,
USW00023259,1999,3,9,34.0,,25.0,,229.0,48.0,,-9999.0,78.0,111.0,44.0,,,220.0,260.0,89.0,112.0,,,,,
USW00023259,1999,4,1,34.0,,1639.0,,1658.0,0.0,,-9999.0,83.0,128.0,33.0,,,290.0,300.0,80.0,103.0,,,,,
USW00023259,1999,4,10,31.0,,1537.0,,1538.0,0.0,,-9999.0,83.0,128.0,33.0,,,250.0,240.0,67.0,76.0,,,,,
USW00023259,1999,4,11,24.0,,1700.0,,1659.0,236.0,,-9999.0,106.0,122.0,83.0,,,300.0,300.0,58.0,63.0,,,,,
USW00023259,1999,4,12,30.0,,1537.0,,1502.0,0.0,,-9999.0,111.0,156.0,67.0,,,280.0,290.0,63.0,80.0,,,,,
USW00023259,1999,4,13,26.0,,1540.0,,1614.0,0.0,,-9999.0,111.0,133.0,89.0,,,300.0,290.0,63.0,67.0,,,,,
USW00023259,1999,4,14,13.0,,48.0,,47.0,0.0,,-9999.0,139.0,200.0,72.0,,,130.0,130.0,40.0,45.0,,,,,
USW00023259,1999,4,15,23.0,,1429.0,,1338.0,0.0,,-9999.0,206.0,283.0,122.0,,,240.0,250.0,89.0,112.0,,,,,
USW00023259,1999,4,16,18.0,,1516.0,,1515.0,0.0,,-9999.0,211.0,283.0,133.0,,,260.0,260.0,72.0,80.0,,,,,
USW00023259,1999,4,17,17.0,,1303.0,,1523.0,0.0,,-9999.0,144.0,189.0,100.0,,,330.0,10.0,40.0,45.0,,,,,
USW00023259,1999,4,18,21.0,,1719.0,,1718.0,0.0,,-9999.0,133.0,172.0,89.0,,,260.0,250.0,63.0,76.0,,,,,
USW00023259,1999,4,19,26.0,,1057.0,,1728.0,0.0,,-9999.0,133.0,172.0,89.0,,,310.0,290.0,67.0,76.0,,,,,
USW00023259,1999,4,2,32.0,,1733.0,,1724.0,0.0,,-9999.0,117.0,167.0,61.0,,,270.0,270.0,72.0,89.0,,,,,
USW00023259,1999,4,20,39.0,,1222.0,,1501.0,0.0,,-9999.0,117.0,139.0,89.0,,,260.0,280.0,80.0,103.0,,,,,
USW00023259,1999,4,21,48.0,,1502.0,,1458.0,0.0,,-9999.0,117.0,144.0,89.0,,,260.0,260.0,107.0,143.0,,,,,
USW00023259,1999,4,22,59.0,,1540.0,,2022.0,0.0,,0.0,117.0,150.0,83.0,,,290.0,360.0,125.0,657.0,,,,,
USW00023259,1999,4,23,26.0,,1412.0,,23.0,0.0,,-9999.0,150.0,222.0,78.0,,,300.0,320.0,67.0,107.0,,,,,
USW00023259,1999,4,24,35.0,,1548.0,,1927.0,0.0,,-9999.0,144.0,211.0,72.0,,,240.0,220.0,94.0,112.0,,,,,
USW00023259,1999,4,25,24.0,,1404.0,,1534.0,0.0,,-9999.0,117.0,128.0,100.0,,,320.0,250.0,58.0,63.0,,,,,
USW00023259,1999,4,26,31.0,,1318.0,,2014.0,0.0,,-9999.0,117.0,150.0,83.0,,,300.0,270.0,72.0,89.0,,,,,
USW00023259,1999,4,27,54.0,,1617.0,,1616.0,0.0,,-9999.0,94.0,133.0,50.0,,,270.0,270.0,107.0,134.0,,,,,
USW00023259,1999,4,28,67.0,,1431.0,,1424.0,0.0,,-9999.0,111.0,133.0,83.0,,,290.0,300.0,125.0,161.0,,,,,
USW00023259,1999,4,29,40.0,,1422.0,,1536.0,0.0,,-9999.0,122.0,167.0,72.0,,,270.0,250.0,80.0,103.0,,,,,
USW00023259,1999,4,3,82.0,,1557.0,,1513.0,0.0,,-9999.0,100.0,111.0,89.0,,,300.0,300.0,148.0,201.0,,,,,
USW00023259,1999,4,30,41.0,,1713.0,,2018.0,0.0,,-9999.0,139.0,183.0,89.0,,,250.0,250.0,76.0,94.0,,,,,
USW00023259,1999,4,31,-9999.0,,-9999.0,,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,
USW00023259,1999,4,4,48.0,,35.0,,31.0,0.0,,-9999.0,100.0,122.0,78.0,,,300.0,300.0,98.0,134.0,,,,,
USW00023259,1999,4,5,30.0,,1225.0,,1116.0,102.0,,-9999.0,89.0,117.0,61.0,,,250.0,180.0,98.0,130.0,,,,,
USW00023259,1999,4,6,23.0,,1005.0,,1111.0,66.0,,-9999.0,83.0,133.0,33.0,,,60.0,350.0,67.0,80.0,,,,,
USW00023259,1999,4,7,28.0,,1537.0,,1537.0,10.0,,-9999.0,83.0,117.0,50.0,,,260.0,260.0,72.0,89.0,,,,,
USW00023259,1999,4,8,50.0,,1355.0,,1425.0,114.0,,-9999.0,83.0,117.0,44.0,,,260.0,240.0,98.0,116.0,,,,,
USW00023259,1999,4,9,42.0,,1839.0,,1838.0,0.0,,-9999.0,78.0,117.0,33.0,,,300.0,290.0,89.0,116.0,,,,,
USW00023259,1999,5,1,37.0,,1347.0,,1512.0,0.0,,-9999.0,111.0,133.0,83.0,,,250.0,250.0,76.0,89.0,,,,,
USW00023259,1999,5,10,33.0,,1633.0,,1633.0,0.0,,-9999.0,117.0,161.0,72.0,,,260.0,250.0,72.0,94.0,,,,,
USW00023259,1999,5,11,32.0,,1357.0,,1356.0,0.0,,-9999.0,128.0,161.0,94.0,,,300.0,300.0,67.0,76.0,,,,,
USW00023259,1999,5,12,40.0,,1712.0,,1711.0,0.0,,0.0,111.0,133.0,89.0,,,260.0,260.0,76.0,103.0,,,,,
USW00023259,1999,5,13,43.0,,1415.0,,1521.0,0.0,,-9999.0,111.0,139.0,78.0,,,260.0,270.0,80.0,107.0,,,,,
USW00023259,1999,5,14,59.0,,1601.0,,1630.0,0.0,,-9999.0,111.0,139.0,83.0,,,280.0,260.0,98.0,130.0,,,,,
USW00023259,1999,5,15,43.0,,18.0,,17.0,0.0,,-9999.0,111.0,133.0,83.0,,,280.0,290.0,80.0,103.0,,,,,
USW00023259,1999,5,16,36.0,,1413.0,,1315.0,0.0,,-9999.0,111.0,144.0,78.0,,,300.0,300.0,67.0,89.0,,,,,
USW00023259,1999,5,17,33.0,,1619.0,,1619.0,0.0,,-9999.0,128.0,167.0,83.0,,,260.0,260.0,72.0,98.0,,,,,
USW00023259,1999,5,18,33.0,,1517.0,,1528.0,0.0,,-9999.0,128.0,172.0,83.0,,,270.0,280.0,80.0,98.0,,,,,
USW00023259,1999,5,19,43.0,,1744.0,,2139.0,0.0,,-9999.0,122.0,139.0,100.0,,,260.0,260.0,76.0,94.0,,,,,
USW00023259,1999,5,2,42.0,,1624.0,,1623.0,5.0,,-9999.0,117.0,133.0,100.0,,,280.0,270.0,72.0,89.0,,,,,
USW00023259,1999,5,20,52.0,,1402.0,,1402.0,0.0,,-9999.0,122.0,144.0,100.0,,,270.0,270.0,103.0,125.0,,,,,
USW00023259,1999,5,21,26.0,,1508.0,,1324.0,0.0,,-9999.0,122.0,156.0,89.0,,,310.0,310.0,63.0,76.0,,,,,
USW00023259,1999,5,22,27.0,,1741.0,,1840.0,0.0,,-9999.0,133.0,194.0,72.0,,,90.0,80.0,63.0,72.0,,,,,
USW00023259,1999,5,23,27.0,,2001.0,,2000.0,0.0,,-9999.0,150.0,189.0,111.0,,,110.0,110.0,58.0,67.0,,,,,
USW00023259,1999,5,24,25.0,,1441.0,,1436.0,0.0,,-9999.0,139.0,167.0,111.0,,,250.0,260.0,63.0,76.0,,,,,
USW00023259,1999,5,25,31.0,,1559.0,,1559.0,0.0,,-9999.0,139.0,178.0,100.0,,,250.0,250.0,67.0,76.0,,,,,
USW00023259,1999,5,26,31.0,,1540.0,,1444.0,0.0,,-9999.0,128.0,156.0,100.0,,,230.0,240.0,67.0,89.0,,,,,
USW00023259,1999,5,27,32.0,,1418.0,,1418.0,0.0,,-9999.0,117.0,139.0,94.0,,,300.0,290.0,63.0,72.0,,,,,
USW00023259,1999,5,28,38.0,,1813.0,,1608.0,0.0,,-9999.0,117.0,133.0,100.0,,,270.0,280.0,72.0,98.0,,,,,
USW00023259,1999,5,29,36.0,,1437.0,,1247.0,0.0,,-9999.0,117.0,128.0,106.0,,,240.0,250.0,67.0,80.0,,,,,
USW00023259,1999,5,3,42.0,,1231.0,,1435.0,3.0,,-9999.0,122.0,144.0,94.0,,,270.0,290.0,80.0,103.0,,,,,
USW00023259,1999,5,30,29.0,,1548.0,,1624.0,0.0,,-9999.0,150.0,189.0,106.0,,,230.0,230.0,76.0,98.0,,,,,
USW00023259,1999,5,31,24.0,,1502.0,,1401.0,0.0,,-9999.0,150.0,178.0,117.0,,,250.0,250.0,63.0,76.0,,,,,
USW00023259,1999,5,4,40.0,,1442.0,,1601.0,0.0,,-9999.0,117.0,144.0,83.0,,,300.0,270.0,89.0,103.0,,,,,
USW00023259,1999,5,5,20.0,,1512.0,,1511.0,0.0,,-9999.0,111.0,172.0,50.0,,,320.0,320.0,49.0,63.0,,,,,
USW00023259,1999,5,6,35.0,,1644.0,,1702.0,0.0,,-9999.0,117.0,161.0,67.0,,,270.0,260.0,80.0,98.0,,,,,
USW00023259,1999,5,7,42.0,,2036.0,,2032.0,0.0,,-9999.0,117.0,144.0,83.0,,,250.0,300.0,76.0,107.0,,,,,
USW00023259,1999,5,8,41.0,,1232.0,,1840.0,0.0,,-9999.0,111.0,139.0,83.0,,,300.0,280.0,80.0,107.0,,,,,
USW00023259,1999,5,9,38.0,,1527.0,,1618.0,0.0,,-9999.0,100.0,139.0,61.0,,,270.0,280.0,76.0,94.0,,,,,
USW00023259,1999,6,1,43.0,,1742.0,,1938.0,0.0,,0.0,144.0,172.0,117.0,,,240.0,360.0,98.0,657.0,,,,,
USW00023259,1999,6,10,35.0,,1339.0,,1308.0,0.0,,-9999.0,128.0,150.0,106.0,,,240.0,260.0,67.0,80.0,,,,,
USW00023259,1999,6,11,30.0,,1242.0,,1241.0,0.0,,0.0,128.0,156.0,100.0,,,310.0,300.0,67.0,80.0,,,,,
USW00023259,1999,6,12,26.0,,1548.0,,1558.0,0.0,,-9999.0,128.0,161.0,94.0,,,270.0,270.0,76.0,94.0,,,,,
USW00023259,1999,6,13,29.0,,1823.0,,1821.0,0.0,,-9999.0,150.0,189.0,111.0,,,250.0,260.0,63.0,80.0,,,,,
USW00023259,1999,6,14,34.0,,1747.0,,1746.0,0.0,,0.0,139.0,172.0,106.0,,,280.0,270.0,67.0,89.0,,,,,
USW00023259,1999,6,15,34.0,,1755.0,,1638.0,0.0,,-9999.0,144.0,172.0,111.0,,,260.0,270.0,58.0,72.0,,,,,
USW00023259,1999,6,16,39.0,,1636.0,,1635.0,0.0,,-9999.0,128.0,139.0,111.0,,,260.0,250.0,63.0,76.0,,,,,
USW00023259,1999,6,17,34.0,,1210.0,,1710.0,0.0,,0.0,128.0,150.0,106.0,,,300.0,250.0,67.0,76.0,,,,,
USW00023259,1999,6,18,36.0,,1559.0,,1626.0,0.0,,-9999.0,133.0,167.0,100.0,,,260.0,270.0,72.0,94.0,,,,,
USW00023259,1999,6,19,42.0,,1401.0,,1636.0,0.0,,-9999.0,139.0,161.0,111.0,,,300.0,270.0,72.0,80.0,,,,,
USW00023259,1999,6,2,43.0,,1407.0,,1337.0,25.0,,-9999.0,122.0,150.0,94.0,,,260.0,250.0,76.0,125.0,,,,,
USW00023259,1999,6,20,38.0,,1715.0,,1912.0,0.0,,-9999.0,133.0,161.0,106.0,,,270.0,250.0,67.0,76.0,,,,,
USW00023259,1999,6,21,42.0,,1247.0,,1416.0,0.0,,0.0,139.0,161.0,117.0,,,270.0,270.0,67.0,80.0,,,,,
USW00023259,1999,6,22,21.0,,1738.0,,1712.0,0.0,,-9999.0,156.0,200.0,111.0,,,260.0,260.0,45.0,58.0,,,,,
USW00023259,1999,6,23,20.0,,1747.0,,1806.0,0.0,,-9999.0,161.0,211.0,111.0,,,250.0,240.0,63.0,72.0,,,,,
USW00023259,1999,6,24,31.0,,1524.0,,1431.0,0.0,,-9999.0,144.0,172.0,117.0,,,260.0,280.0,72.0,80.0,,,,,
USW00023259,1999,6,25,38.0,,1348.0,,1718.0,0.0,,-9999.0,139.0,167.0,106.0,,,300.0,260.0,72.0,94.0,,,,,
USW00023259,1999,6,26,36.0,,1325.0,,1324.0,0.0,,-9999.0,139.0,167.0,106.0,,,230.0,240.0,63.0,94.0,,,,,
USW00023259,1999,6,27,27.0,,1544.0,,1543.0,0.0,,-9999.0,167.0,228.0,106.0,,,260.0,260.0,58.0,72.0,,,,,
USW00023259,1999,6,28,16.0,,1606.0,,1606.0,0.0,,-9999.0,172.0,261.0,83.0,,,250.0,250.0,49.0,58.0,,,,,
USW00023259,1999,6,29,19.0,,1505.0,,1505.0,0.0,,-9999.0,172.0,239.0,100.0,,,30.0,20.0,45.0,58.0,,,,,
USW00023259,1999,6,3,33.0,,1655.0,,1818.0,33.0,,-9999.0,128.0,161.0,89.0,,,280.0,280.0,72.0,89.0,,,,,
USW00023259,1999,6,30,21.0,,1240.0,,1237.0,0.0,,-9999.0,178.0,244.0,106.0,,,260.0,260.0,58.0,67.0,,,,,
USW00023259,1999,6,31,-9999.0,,-9999.0,,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,
USW00023259,1999,6,4,35.0,,132.0,,132.0,0.0,,-9999.0,122.0,133.0,106.0,,,280.0,290.0,67.0,80.0,,,,,
USW00023259,1999,6,5,31.0,,1324.0,,1324.0,0.0,,-9999.0,139.0,167.0,111.0,,,330.0,330.0,72.0,89.0,,,,,
USW00023259,1999,6,6,40.0,,1607.0,,1606.0,0.0,,-9999.0,128.0,161.0,94.0,,,250.0,250.0,80.0,98.0,,,,,
USW00023259,1999,6,7,44.0,,1333.0,,1159.0,0.0,,-9999.0,122.0,156.0,83.0,,,270.0,280.0,80.0,103.0,,,,,
USW00023259,1999,6,8,41.0,,1759.0,,1444.0,0.0,,-9999.0,122.0,150.0,89.0,,,270.0,270.0,72.0,94.0,,,,,
USW00023259,1999,6,9,42.0,,1345.0,,1530.0,0.0,,-9999.0,128.0,150.0,100.0,,,260.0,280.0,72.0,94.0,,,,,
USW00023259,1999,7,1,46.0,,1316.0,,1136.0,0.0,,,150.0,178.0,122.0,,,240.0,250.0,76.0,107.0,,,,,
USW00023259,1999,7,10,22.0,,1427.0,,1408.0,0.0,,,133.0,167.0,100.0,,,340.0,320.0,58.0,67.0,,,,,
USW00023259,1999,7,11,18.0,,1408.0,,1431.0,0.0,,,167.0,222.0,106.0,,,10.0,10.0,40.0,49.0,,,,,
USW00023259,1999,7,12,16.0,,1617.0,,1556.0,0.0,,,189.0,250.0,128.0,,,10.0,20.0,40.0,49.0,,,,,
USW00023259,1999,7,13,20.0,,1504.0,,1504.0,0.0,,,206.0,272.0,133.0,,,250.0,250.0,63.0,76.0,,,,,
USW00023259,1999,7,14,30.0,,1548.0,,1531.0,0.0,,,161.0,189.0,133.0,,,250.0,250.0,76.0,94.0,,,,,
USW00023259,1999,7,15,23.0,,1341.0,,1341.0,0.0,,,139.0,156.0,122.0,,,250.0,260.0,63.0,76.0,,,,,
USW00023259,1999,7,16,34.0,,1518.0,,1333.0,0.0,,,139.0,156.0,117.0,,,300.0,310.0,58.0,72.0,,,,,
USW00023259,1999,7,17,31.0,,1447.0,,1423.0,0.0,,,139.0,161.0,111.0,,,300.0,320.0,63.0,72.0,,,,,
USW00023259,1999,7,18,32.0,,1442.0,,1435.0,0.0,,,150.0,178.0,117.0,,,230.0,250.0,76.0,107.0,,,,,
USW00023259,1999,7,19,31.0,,1514.0,,1518.0,0.0,,,161.0,189.0,133.0,,,250.0,250.0,72.0,89.0,,,,,
USW00023259,1999,7,2,45.0,,1330.0,,1258.0,0.0,,,150.0,178.0,117.0,,,250.0,250.0,80.0,98.0,,,,,
USW00023259,1999,7,20,31.0,,1404.0,,1441.0,0.0,,,167.0,194.0,139.0,,,300.0,330.0,67.0,80.0,,,,,
USW00023259,1999,7,21,30.0,,1637.0,,1607.0,0.0,,,161.0,189.0,133.0,,,310.0,300.0,67.0,80.0,,,,,
USW00023259,1999,7,22,29.0,,1509.0,,1331.0,8.0,,,156.0,183.0,128.0,,,270.0,270.0,63.0,76.0,,,,,
USW00023259,1999,7,23,33.0,,1348.0,,1347.0,0.0,,,156.0,178.0,128.0,,,290.0,290.0,67.0,89.0,,,,,
USW00023259,1999,7,24,35.0,,1528.0,,1323.0,0.0,,,156.0,172.0,133.0,,,270.0,310.0,72.0,89.0,,,,,
USW00023259,1999,7,25,33.0,,1502.0,,1356.0,0.0,,,150.0,172.0,122.0,,,300.0,320.0,63.0,76.0,,,,,
USW00023259,1999,7,26,30.0,,1806.0,,1426.0,0.0,,,144.0,161.0,122.0,,,270.0,310.0,49.0,63.0,,,,,
USW00023259,1999,7,27,27.0,,1515.0,,1541.0,0.0,,,156.0,178.0,128.0,,,240.0,260.0,67.0,76.0,,,,,
USW00023259,1999,7,28,29.0,,1411.0,,1357.0,0.0,,,161.0,183.0,133.0,,,290.0,330.0,72.0,89.0,,,,,
USW00023259,1999,7,29,30.0,,1528.0,,1527.0,0.0,,,167.0,189.0,139.0,,,300.0,290.0,63.0,76.0,,,,,
USW00023259,1999,7,3,42.0,,1719.0,,1635.0,0.0,,,144.0,172.0,117.0,,,260.0,280.0,80.0,112.0,,,,,
USW00023259,1999,7,30,35.0,,1332.0,,1413.0,0.0,,,156.0,183.0,128.0,,,300.0,300.0,67.0,80.0,,,,,
USW00023259,1999,7,31,38.0,,1441.0,,1446.0,0.0,,,156.0,183.0,128.0,,,270.0,290.0,76.0,89.0,,,,,
USW00023259,1999,7,4,30.0,,1834.0,,1633.0,0.0,,,144.0,183.0,106.0,,,240.0,260.0,58.0,76.0,,,,,
USW00023259,1999,7,5,32.0,,1422.0,,1421.0,0.0,,,128.0,161.0,89.0,,,310.0,300.0,67.0,76.0,,,,,
USW00023259,1999,7,6,42.0,,1443.0,,1442.0,0.0,,,139.0,172.0,106.0,,,280.0,280.0,80.0,107.0,,,,,
USW00023259,1999,7,7,34.0,,1709.0,,1101.0,0.0,,,156.0,189.0,117.0,,,260.0,300.0,63.0,76.0,,,,,
USW00023259,1999,7,8,25.0,,1543.0,,1630.0,0.0,,,133.0,178.0,89.0,,,320.0,330.0,63.0,72.0,,,,,
USW00023259,1999,7,9,25.0,,1637.0,,1636.0,0.0,,,128.0,161.0,94.0,,,320.0,320.0,49.0,63.0,,,,,
USW00023259,1999,8,1,31.0,,1736.0,,1735.0,0.0,,-9999.0,167.0,211.0,122.0,,,260.0,260.0,63.0,72.0,,,,,
USW00023259,1999,8,10,30.0,,1411.0,,1410.0,0.0,,-9999.0,178.0,211.0,144.0,,,260.0,260.0,72.0,89.0,,,,,
USW00023259,1999,8,11,28.0,,1537.0,,1537.0,0.0,,-9999.0,178.0,200.0,150.0,,,300.0,290.0,63.0,76.0,,,,,
USW00023259,1999,8,12,35.0,,1648.0,,1830.0,0.0,,-9999.0,167.0,194.0,139.0,,,270.0,240.0,67.0,94.0,,,,,
USW00023259,1999,8,13,32.0,,1241.0,,1303.0,0.0,,-9999.0,150.0,194.0,106.0,,,310.0,290.0,72.0,94.0,,,,,
USW00023259,1999,8,14,38.0,,1348.0,,1815.0,0.0,,-9999.0,161.0,200.0,117.0,,,260.0,320.0,80.0,103.0,,,,,
USW00023259,1999,8,15,30.0,,1526.0,,1506.0,0.0,,-9999.0,161.0,189.0,133.0,,,270.0,260.0,63.0,76.0,,,,,
USW00023259,1999,8,16,22.0,,1459.0,,1313.0,0.0,,-9999.0,161.0,200.0,122.0,,,310.0,280.0,63.0,94.0,,,,,
USW00023259,1999,8,17,30.0,,1410.0,,1409.0,0.0,,-9999.0,156.0,178.0,133.0,,,310.0,310.0,67.0,89.0,,,,,
USW00023259,1999,8,18,33.0,,1746.0,,1315.0,0.0,,-9999.0,167.0,194.0,133.0,,,260.0,270.0,72.0,98.0,,,,,
USW00023259,1999,8,19,31.0,,1659.0,,1545.0,0.0,,-9999.0,161.0,189.0,133.0,,,270.0,280.0,58.0,72.0,,,,,
USW00023259,1999,8,2,20.0,,1219.0,,1218.0,0.0,,-9999.0,172.0,211.0,133.0,,,290.0,290.0,58.0,67.0,,,,,
USW00023259,1999,8,20,36.0,,1506.0,,1501.0,0.0,,-9999.0,156.0,183.0,122.0,,,290.0,280.0,72.0,94.0,,,,,
USW00023259,1999,8,21,30.0,,1557.0,,1557.0,0.0,,-9999.0,167.0,194.0,133.0,,,300.0,300.0,63.0,72.0,,,,,
USW00023259,1999,8,22,21.0,,1601.0,,1602.0,0.0,,-9999.0,178.0,244.0,111.0,,,260.0,260.0,63.0,67.0,,,,,
USW00023259,1999,8,23,20.0,,1439.0,,1607.0,0.0,,-9999.0,172.0,217.0,122.0,,,290.0,270.0,58.0,63.0,,,,,
USW00023259,1999,8,24,23.0,,1432.0,,1204.0,0.0,,-9999.0,161.0,194.0,122.0,,,330.0,290.0,58.0,72.0,,,,,
USW00023259,1999,8,25,20.0,,1632.0,,1646.0,0.0,,-9999.0,161.0,211.0,111.0,,,10.0,10.0,40.0,45.0,,,,,
USW00023259,1999,8,26,17.0,,1139.0,,1138.0,0.0,,-9999.0,183.0,244.0,117.0,,,230.0,240.0,58.0,76.0,,,,,
USW00023259,1999,8,27,25.0,,1330.0,,1333.0,0.0,,-9999.0,167.0,206.0,122.0,,,220.0,220.0,63.0,76.0,,,,,
USW00023259,1999,8,28,29.0,,2129.0,,1241.0,0.0,,-9999.0,156.0,178.0,133.0,,,250.0,300.0,63.0,72.0,,,,,
USW00023259,1999,8,29,34.0,,1313.0,,1601.0,0.0,,-9999.0,156.0,183.0,128.0,,,300.0,250.0,63.0,80.0,,,,,
USW00023259,1999,8,3,29.0,,1819.0,,1747.0,0.0,,-9999.0,161.0,200.0,122.0,,,260.0,250.0,63.0,76.0,,,,,
USW00023259,1999,8,30,36.0,,1518.0,,1423.0,0.0,,-9999.0,161.0,200.0,122.0,,,270.0,280.0,94.0,130.0,,,,,
USW00023259,1999,8,31,32.0,,1701.0,,1700.0,0.0,,-9999.0,144.0,189.0,94.0,,,270.0,250.0,80.0,98.0,,,,,
USW00023259,1999,8,4,40.0,,1622.0,,1757.0,0.0,,-9999.0,150.0,167.0,133.0,,,250.0,240.0,76.0,89.0,,,,,
USW00023259,1999,8,5,38.0,,1621.0,,1529.0,0.0,,-9999.0,161.0,183.0,139.0,,,260.0,290.0,72.0,94.0,,,,,
USW00023259,1999,8,6,30.0,,1447.0,,1429.0,0.0,,0.0,167.0,200.0,128.0,,,250.0,260.0,67.0,89.0,,,,,
USW00023259,1999,8,7,28.0,,1336.0,,1424.0,0.0,,-9999.0,167.0,206.0,128.0,,,300.0,280.0,67.0,98.0,,,,,
USW00023259,1999,8,8,31.0,,1426.0,,1403.0,0.0,,-9999.0,178.0,211.0,144.0,,,250.0,260.0,67.0,80.0,,,,,
USW00023259,1999,8,9,31.0,,1258.0,,1118.0,0.0,,-9999.0,167.0,183.0,144.0,,,300.0,320.0,63.0,76.0,,,,,
USW00023259,1999,9,1,34.0,,1655.0,,1805.0,0.0,,,156.0,194.0,111.0,,,270.0,240.0,67.0,80.0,,,,,
USW00023259,1999,9,10,26.0,,1616.0,,1618.0,0.0,,,167.0,200.0,128.0,,,240.0,240.0,76.0,94.0,,,,,
USW00023259,1999,9,11,28.0,,1437.0,,1436.0,0.0,,,161.0,189.0,128.0,,,250.0,250.0,76.0,89.0,,,,,
USW00023259,1999,9,12,23.0,,1544.0,,1521.0,0.0,,,161.0,189.0,128.0,,,260.0,240.0,63.0,72.0,,,,,
USW00023259,1999,9,13,23.0,,1540.0,,1605.0,0.0,,,161.0,183.0,133.0,,,300.0,300.0,63.0,72.0,,,,,
USW00023259,1999,9,14,32.0,,1331.0,,1157.0,0.0,,,161.0,183.0,133.0,,,310.0,310.0,63.0,80.0,,,,,
USW00023259,1999,9,15,30.0,,1403.0,,1439.0,0.0,,,144.0,161.0,128.0,,,300.0,290.0,63.0,72.0,,,,,
USW00023259,1999,9,16,27.0,,1519.0,,1332.0,0.0,,,156.0,189.0,122.0,,,270.0,310.0,58.0,72.0,,,,,
USW00023259,1999,9,17,23.0,,1421.0,,1421.0,0.0,,,144.0,167.0,122.0,,,260.0,250.0,63.0,72.0,,,,,
USW00023259,1999,9,18,24.0,,1322.0,,1321.0,0.0,,,139.0,156.0,122.0,,,350.0,350.0,49.0,67.0,,,,,
USW00023259,1999,9,19,24.0,,1546.0,,1406.0,0.0,,,156.0,189.0,117.0,,,240.0,250.0,58.0,72.0,,,,,
USW00023259,1999,9,2,30.0,,1325.0,,1325.0,0.0,,,167.0,200.0,128.0,,,270.0,270.0,67.0,80.0,,,,,
USW00023259,1999,9,20,24.0,,1501.0,,1503.0,0.0,,,150.0,194.0,100.0,,,320.0,320.0,58.0,67.0,,,,,
USW00023259,1999,9,21,19.0,,1357.0,,1344.0,0.0,,,139.0,178.0,100.0,,,290.0,270.0,63.0,72.0,,,,,
USW00023259,1999,9,22,17.0,,1400.0,,1547.0,0.0,,,189.0,250.0,122.0,,,260.0,320.0,49.0,63.0,,,,,
USW00023259,1999,9,23,22.0,,1529.0,,211.0,0.0,,,156.0,183.0,128.0,,,270.0,230.0,63.0,76.0,,,,,
USW00023259,1999,9,24,20.0,,1612.0,,1433.0,0.0,,,150.0,167.0,128.0,,,340.0,330.0,49.0,63.0,,,,,
USW00023259,1999,9,25,18.0,,1329.0,,1346.0,0.0,,,167.0,217.0,111.0,,,250.0,240.0,49.0,58.0,,,,,
USW00023259,1999,9,26,15.0,,1213.0,,1222.0,0.0,,,172.0,233.0,106.0,,,340.0,330.0,45.0,49.0,,,,,
USW00023259,1999,9,27,15.0,,1412.0,,1342.0,0.0,,,189.0,261.0,117.0,,,360.0,10.0,40.0,49.0,,,,,
USW00023259,1999,9,28,11.0,,1731.0,,1730.0,0.0,,,172.0,256.0,83.0,,,30.0,30.0,45.0,58.0,,,,,
USW00023259,1999,9,29,10.0,,1539.0,,1305.0,0.0,,,156.0,206.0,106.0,,,10.0,10.0,31.0,40.0,,,,,
USW00023259,1999,9,3,23.0,,1439.0,,1400.0,0.0,,,150.0,178.0,117.0,,,320.0,320.0,63.0,76.0,,,,,
USW00023259,1999,9,30,15.0,,1336.0,,1342.0,3.0,,,161.0,222.0,94.0,,,20.0,20.0,40.0,45.0,,,,,
USW00023259,1999,9,31,-9999.0,,-9999.0,,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,
USW00023259,1999,9,4,20.0,,1531.0,,1533.0,0.0,,,144.0,183.0,100.0,,,330.0,320.0,58.0,63.0,,,,,
USW00023259,1999,9,5,17.0,,1805.0,,1339.0,0.0,,,161.0,222.0,100.0,,,250.0,10.0,36.0,45.0,,,,,
USW00023259,1999,9,6,21.0,,1203.0,,1239.0,0.0,,,156.0,194.0,111.0,,,290.0,280.0,58.0,67.0,,,,,
